district,wall_type,street,price_per_sqm
Исторический центр,панель,Улица_22,166.1
Исторический центр,монолит,Улица_21,198.6
Окраины,панель,Улица_33,40.0
Центр,панель,Улица_27,82.6
Окраины,кирпич,Улица_38,98.3
Исторический центр,панель,Улица_41,132.6
Исторический центр,кирпич,Улица_22,194.7
Исторический центр,кирпич,Улица_1,156.6
Исторический центр,кирпич,Улица_23,166.3
Исторический центр,панель,Улица_16,183.9
Исторический центр,панель,Улица_64,152.6
Исторический центр,кирпич,Улица_59,200.2
Центр,панель,Улица_49,82.5
Окраины,панель,Улица_11,64.9
Исторический центр,кирпич,Улица_46,180.4
Центр,монолит,Улица_64,136.2
Центр,монолит,Улица_26,137.9
Окраины,монолит,Улица_47,93.8
Исторический центр,панель,Улица_61,152.3
Окраины,панель,Улица_43,44.5
Исторический центр,кирпич,Улица_18,191.3
Центр,кирпич,Улица_58,151.5
Центр,кирпич,Улица_7,126.8
Центр,дерево,Улица_54,65.0
Центр,кирпич,Улица_46,160.1
Окраины,кирпич,Улица_1,102.7
Исторический центр,монолит,Улица_38,214.9
Исторический центр,дерево,Улица_44,116.8
Окраины,монолит,Улица_31,86.8
Исторический центр,кирпич,Улица_64,182.0
Центр,кирпич,Улица_37,154.7
Исторический центр,панель,Улица_10,165.9
Центр,кирпич,Улица_9,148.4
Окраины,кирпич,Улица_58,70.6
Исторический центр,панель,Улица_54,169.5
Окраины,дерево,Улица_19,72.4
Исторический центр,кирпич,Улица_16,188.0
Центр,монолит,Улица_4,84.9
Окраины,монолит,Улица_59,103.3
Исторический центр,кирпич,Улица_22,188.4
Центр,монолит,Улица_45,172.6
Окраины,кирпич,Улица_51,68.5
Окраины,кирпич,Улица_9,95.6
Исторический центр,монолит,Улица_45,200.2
Исторический центр,кирпич,Улица_27,232.4
Исторический центр,дерево,Улица_42,92.6
Центр,кирпич,Улица_25,150.7
Исторический центр,панель,Улица_54,128.4
Окраины,панель,Улица_47,48.3
Окраины,кирпич,Улица_28,72.4
Исторический центр,кирпич,Улица_26,207.2
Исторический центр,панель,Улица_17,132.7
Окраины,монолит,Улица_59,63.2
Центр,монолит,Улица_20,135.0
Исторический центр,панель,Улица_23,157.0
Исторический центр,монолит,Улица_2,190.1
Окраины,монолит,Улица_61,77.0
Исторический центр,монолит,Улица_1,182.4
Центр,панель,Улица_41,104.4
Окраины,панель,Улица_33,44.4
Исторический центр,монолит,Улица_41,168.7
Окраины,панель,Улица_19,51.7
Исторический центр,монолит,Улица_44,185.4
Исторический центр,панель,Улица_41,124.3
Исторический центр,кирпич,Улица_46,181.8
Центр,кирпич,Улица_4,118.2
Центр,панель,Улица_48,60.1
Окраины,панель,Улица_36,53.8
Исторический центр,монолит,Улица_33,167.7
Исторический центр,кирпич,Улица_17,168.2
Центр,монолит,Улица_18,116.2
Исторический центр,монолит,Улица_39,207.4
Центр,кирпич,Улица_16,125.6
Исторический центр,монолит,Улица_59,168.4
Окраины,дерево,Улица_41,40.0
Исторический центр,монолит,Улица_64,199.0
Исторический центр,монолит,Улица_52,216.9
Центр,дерево,Улица_6,81.9
Исторический центр,панель,Улица_4,108.7
Исторический центр,кирпич,Улица_23,137.3
Центр,монолит,Улица_27,129.2
Окраины,панель,Улица_61,63.1
Окраины,панель,Улица_16,89.9
Центр,кирпич,Улица_19,112.4
Центр,монолит,Улица_2,139.4
Центр,кирпич,Улица_36,120.2
Центр,дерево,Улица_14,93.5
Центр,кирпич,Улица_50,163.8
Окраины,кирпич,Улица_47,102.0
Окраины,панель,Улица_7,92.3
Центр,кирпич,Улица_12,127.0
Исторический центр,монолит,Улица_47,173.5
Центр,дерево,Улица_2,88.8
Исторический центр,монолит,Улица_64,179.0
Центр,кирпич,Улица_30,134.1
Центр,кирпич,Улица_25,156.0
Окраины,монолит,Улица_55,40.0
Исторический центр,дерево,Улица_33,142.4
Исторический центр,панель,Улица_8,165.5
Окраины,панель,Улица_61,64.6
Окраины,кирпич,Улица_12,46.1
Окраины,монолит,Улица_40,77.1
Окраины,панель,Улица_0,49.5
Исторический центр,кирпич,Улица_46,182.9
Исторический центр,кирпич,Улица_3,190.5
Центр,монолит,Улица_62,120.3
Центр,кирпич,Улица_51,171.5
Окраины,кирпич,Улица_9,74.2
Окраины,панель,Улица_27,61.7
Окраины,кирпич,Улица_5,70.4
