rating,cuisine_type,restaurant_name,avg_check,high_margin
Три звезды,русская,Грузинский дом,613,0
Три звезды,фастфуд,Халяль-гриль,657,0
Три звезды,итальянская,Утренний кофе,1837,0
Одна звезда,итальянская,Пицца-Прайм,1457,0
Три звезды,русская,Итальянский дворик,2348,0
Три звезды,русская,Добрая столовая,1171,0
Три звезды,азиатская,Корн-дог,845,0
Две звезды,азиатская,Узбечка,2410,0
Пять звезд,фастфуд,Студенческая столовая,2107,0
Четыре звезды,итальянская,Китайский квартал,815,0
Четыре звезды,итальянская,Фалафельная,2385,1
Четыре звезды,русская,Трапеза,917,0
Четыре звезды,фастфуд,Деловой ланч,1136,1
Две звезды,итальянская,У Егора,2380,0
Четыре звезды,фастфуд,Итальянский дворик,533,0
Четыре звезды,азиатская,Рыбный день,174,0
Четыре звезды,русская,Быстро и вкусно,1066,1
Три звезды,итальянская,Поварёшка,1487,1
Две звезды,русская,СушиВок,2235,0
Три звезды,азиатская,Лапшичная,451,0
Три звезды,фастфуд,Хинкальная,1542,0
Четыре звезды,фастфуд,Китайский квартал,2297,0
Четыре звезды,азиатская,Борщ-меню,1561,0
Три звезды,азиатская,Буррито-Кинг,1965,0
Пять звезд,итальянская,Узбечка,204,0
Четыре звезды,итальянская,Бабушкины пирожки,2094,0
Три звезды,итальянская,СушиВок,2324,0
Две звезды,итальянская,Вегетарианский уголок,302,0
Три звезды,итальянская,Винный погреб,1322,1
Три звезды,фастфуд,Вареники,375,0
Три звезды,итальянская,Борщ-меню,987,0
Три звезды,азиатская,Рыбный день,1483,0
Три звезды,азиатская,Кофе-Брейк,568,0
Три звезды,итальянская,Перекусич,664,1
Пять звезд,азиатская,Утренний кофе,438,0
Две звезды,русская,Вареники,2398,0
Четыре звезды,фастфуд,Пирожок на углу,1692,1
Три звезды,фастфуд,Сковородка,1022,0
Пять звезд,итальянская,Котлетная,317,1
Две звезды,русская,Фиш-н-чипс,1063,0
Три звезды,итальянская,Суп-Суп,1848,0
Пять звезд,итальянская,Сытый студент,1468,1
Пять звезд,азиатская,Вареники,2144,0
Пять звезд,фастфуд,Том-ям-бар,2328,0
Три звезды,русская,Мясной рай,2402,0
Три звезды,азиатская,Пекарня у дома,753,1
Четыре звезды,фастфуд,Квасная лавка,2123,0
Пять звезд,фастфуд,Мясной рай,260,0
Четыре звезды,итальянская,Фалафельная,1463,1
Четыре звезды,русская,Мороженое-Софт,396,0
Три звезды,итальянская,Хлеб и масло,561,0
Четыре звезды,азиатская,Кебаб-хаус,599,0
Три звезды,итальянская,Деловой ланч,1795,0
Три звезды,итальянская,Итальянский дворик,2135,1
Три звезды,фастфуд,Такос-Амигос,1594,0
Четыре звезды,фастфуд,Студенческая столовая,1629,0
Три звезды,азиатская,Вок-Вок,274,0
Две звезды,фастфуд,Квасная лавка,1888,0
Четыре звезды,фастфуд,Халяль-гриль,2457,0
Три звезды,фастфуд,Шаурма-Экспресс,684,0
Четыре звезды,итальянская,Студенческая столовая,1885,1
Три звезды,русская,Халяль-гриль,229,0
Четыре звезды,азиатская,Кофе-Брейк,421,0
Четыре звезды,итальянская,СушиВок,2029,0
Две звезды,азиатская,Добрая столовая,1591,0
Три звезды,итальянская,Студенческая столовая,551,0
Две звезды,азиатская,Ларек с хот-догами,421,0
Две звезды,фастфуд,Кофе-Брейк,1045,0
Пять звезд,азиатская,Кулинария,2425,0
Три звезды,русская,Фиш-н-чипс,2131,0
Пять звезд,азиатская,Борщ-меню,520,1
