time_on_site,pages_viewed,breed_page_viewed,calculator_used,device_type,age_of_pet,previous_claims,visit_month,policy_purchased
115,7,0,1,0,1,0,4,1
160,5,1,0,0,4,0,9,0
428,4,1,0,1,5,1,4,0
160,20,0,1,2,5,0,5,0
78,8,0,1,0,5,1,6,0
346,1,1,1,0,1,0,5,0
108,9,0,0,1,3,0,5,0
239,7,1,1,0,4,0,7,1
224,4,1,0,2,4,0,7,0
377,17,0,1,0,5,0,9,0
176,12,0,1,0,1,0,4,0
267,4,1,0,0,9,0,5,0
60,18,0,1,1,4,0,10,0
447,14,0,0,1,9,0,8,0
220,1,0,0,0,2,0,9,0
232,4,0,0,0,1,0,6,0
98,13,0,0,2,2,0,2,0
40,3,1,0,2,1,0,2,0
69,2,0,0,0,5,0,8,0
146,1,0,1,2,2,0,7,0
227,4,0,0,1,2,0,3,0
183,8,1,1,0,8,0,5,0
119,10,0,1,0,4,1,3,0
138,4,0,1,1,5,0,6,0
330,21,0,0,0,3,0,7,0
11,3,0,0,1,3,0,8,0
45,4,0,0,0,4,0,7,0
11,21,1,1,1,5,0,2,0
468,8,1,1,0,0,0,2,0
413,8,1,0,0,7,0,10,0
171,11,1,1,0,1,0,8,0
63,14,1,0,0,8,0,10,1
173,7,1,1,0,9,0,12,1
354,12,1,1,0,4,0,6,0
31,17,0,1,2,4,0,7,1
102,9,0,0,1,0,0,8,0
76,12,0,0,1,2,0,7,0
118,5,1,1,0,4,1,8,0
223,7,1,1,0,3,0,11,0
104,1,0,1,0,7,0,12,0
53,8,1,1,1,4,0,5,0
248,2,1,1,0,2,0,11,0
100,2,1,1,1,4,0,6,0
160,2,0,0,0,7,0,8,0
345,8,1,1,2,8,0,10,0
379,12,1,1,0,9,0,11,0
237,13,0,1,0,2,0,6,0
231,3,0,1,1,8,1,12,0
164,13,0,0,2,3,0,8,0
219,2,0,0,1,14,0,8,1
121,7,1,1,0,4,0,4,0
98,4,1,0,0,1,0,8,0
105,21,0,0,2,1,1,2,0
152,14,1,1,0,5,0,6,0
379,3,1,1,0,1,0,6,0
451,6,1,1,2,5,0,7,0
211,1,0,1,2,0,0,5,0
84,7,1,0,1,1,0,6,0
127,6,0,0,2,1,1,4,0
653,15,0,1,0,7,1,8,0
243,15,0,1,0,3,0,5,0
438,8,1,0,1,1,0,8,0
224,3,1,1,1,3,0,3,0
319,6,1,1,1,1,0,9,1
152,8,0,1,2,3,1,6,0
288,13,0,0,0,5,0,4,0
31,3,0,0,0,5,0,8,1
424,7,1,1,0,6,0,11,0
67,14,0,1,1,1,0,7,0
173,19,1,1,0,4,0,12,0
121,6,1,1,2,5,0,9,0
90,8,1,1,0,4,0,7,0
355,7,1,1,0,7,0,9,0
143,8,1,0,0,3,0,7,0
142,5,0,0,1,2,0,8,0
348,1,1,0,0,7,0,10,0
223,13,1,0,1,4,0,7,0
277,11,1,0,0,2,0,6,0
10,12,0,1,0,3,0,6,0
135,9,0,0,0,6,1,3,0
155,6,1,0,1,1,0,9,0
191,2,1,0,0,4,0,7,0
74,9,1,0,2,4,1,11,0
127,4,0,0,0,0,0,4,0
374,10,1,1,0,2,0,10,0
180,9,1,1,0,5,0,9,0
58,4,0,0,0,4,0,7,0
217,8,1,0,1,3,0,9,0
254,6,0,1,1,7,0,11,0
60,6,0,0,1,4,0,11,0
185,6,1,1,0,1,0,2,0
171,1,0,0,0,7,1,5,0
344,7,1,0,0,8,0,9,0
181,9,0,1,0,2,0,3,0
159,14,1,0,0,2,0,6,0
234,2,1,1,2,6,0,8,0
299,15,0,0,1,8,0,6,0
70,3,1,1,1,7,0,9,1
129,16,1,1,0,6,0,5,0
153,8,0,1,0,6,1,9,0
290,9,1,1,0,3,1,5,0
155,22,0,1,0,5,0,2,0
281,1,0,0,1,2,1,2,0
92,8,0,0,0,3,0,3,0
431,12,0,1,2,12,0,12,0
71,2,0,0,2,5,0,8,0
75,15,0,1,0,1,0,1,0
41,3,0,0,1,3,0,6,0
430,5,0,0,1,4,0,5,0
345,15,0,1,0,8,1,7,0
294,8,1,1,2,2,0,7,0
125,8,1,0,0,6,1,12,0
252,16,0,0,1,4,0,3,0
349,8,0,0,0,3,0,9,0
192,16,0,0,0,10,1,5,0
224,2,0,0,0,6,0,3,0
417,17,0,0,2,14,0,6,0
53,10,0,0,0,6,0,1,0
315,12,1,1,0,0,0,8,0
21,5,1,0,0,7,0,5,0
339,23,0,1,0,11,0,6,0
55,11,0,0,1,2,0,9,0
215,4,1,0,1,7,0,5,0
174,1,1,0,2,1,1,4,0
153,4,1,1,1,5,0,10,0
88,8,1,0,2,2,0,6,0
436,5,0,1,1,5,0,6,1
83,5,0,0,2,10,0,10,0
137,10,0,0,0,3,0,12,1
26,16,1,0,0,0,0,4,0
240,14,1,1,2,3,0,5,0
214,7,1,0,1,11,0,5,0
155,13,1,0,2,5,0,12,0
113,5,0,0,0,6,0,9,0
435,4,1,0,2,2,0,3,0
35,10,0,0,1,2,0,4,0
321,1,0,0,0,11,0,8,0
128,10,1,1,0,7,0,4,0
121,5,1,1,0,8,0,5,0
108,5,1,0,2,9,0,8,0
424,14,1,1,1,12,0,10,0
285,17,1,0,2,4,0,3,0
251,12,1,0,0,2,0,7,0
272,9,0,1,2,5,0,7,0
224,5,0,1,0,2,0,4,1
192,7,0,1,0,0,0,5,0
344,8,1,1,0,1,0,5,0
42,5,0,0,2,9,0,7,0
170,16,0,1,0,0,0,6,0
223,19,0,0,0,3,0,2,0
311,11,1,0,0,8,0,11,0
317,7,0,0,0,4,0,5,0
116,5,0,1,2,5,0,12,0
171,6,0,0,0,4,1,11,0
136,9,0,1,1,4,0,8,0
297,14,0,1,2,10,0,12,0
312,18,1,1,0,3,0,3,0
89,6,1,0,2,9,0,11,0
75,12,0,0,0,1,0,5,0
229,15,1,1,2,7,0,12,0
237,4,0,0,0,1,0,3,0
176,18,1,1,1,5,0,6,0
55,3,1,1,1,1,0,4,0
66,15,0,0,0,4,0,3,0
46,3,0,1,0,2,0,5,0
19,8,0,0,0,1,0,8,0
453,3,0,1,0,2,0,4,0
56,7,0,0,1,7,0,4,0
25,5,1,0,2,2,0,9,0
216,13,0,0,1,5,0,4,0
233,6,0,0,0,3,0,2,0
265,1,1,1,0,2,0,5,0
68,5,0,0,0,11,0,3,0
206,16,0,1,0,5,0,7,1
317,3,0,0,2,6,0,5,0
396,20,1,1,2,12,0,11,0
115,6,0,0,0,5,0,10,0
142,5,0,1,0,2,0,5,0
156,11,1,1,1,5,0,6,0
528,12,1,1,1,4,1,10,0
173,8,0,0,1,5,0,7,0
66,3,0,0,1,8,0,6,0
403,14,1,1,0,8,0,6,0
313,20,0,1,2,11,0,12,0
222,9,1,0,0,5,0,7,0
107,3,0,0,0,7,0,5,0
276,5,0,0,2,5,0,9,0
150,5,1,0,0,1,0,5,0
110,10,1,0,0,2,0,4,0
290,1,1,1,0,3,0,11,0
337,16,0,0,1,6,0,4,1
250,8,1,1,0,2,0,7,0
385,10,0,0,0,6,0,11,0
343,8,0,0,0,1,0,6,0
66,11,0,0,2,11,0,8,0
96,6,1,0,0,1,0,3,0
408,18,0,0,1,1,0,3,0
17,14,0,1,0,6,0,6,0
133,3,1,1,1,9,0,12,0
83,10,1,0,0,8,0,4,1
65,2,0,0,1,2,0,5,0
250,10,0,0,1,7,0,4,0
133,17,1,1,0,9,1,11,0
347,5,0,1,2,5,0,9,0
10,7,0,1,2,5,0,7,0
120,5,1,1,0,3,0,6,0
111,6,0,0,1,4,0,6,0
124,6,0,0,1,1,0,7,0
218,2,0,0,0,2,0,7,0
96,10,0,0,0,1,0,8,0
30,6,1,0,2,5,0,10,1
207,4,0,1,1,6,0,8,0
54,8,1,0,2,9,0,3,0
138,13,1,0,1,10,0,12,0
267,3,1,0,0,10,0,11,0
256,9,1,0,0,3,1,12,0
387,4,1,0,1,0,0,3,0
455,8,1,1,1,11,0,9,0
99,10,0,0,0,1,0,5,0
91,7,0,1,1,0,0,2,0
108,10,1,0,2,3,0,3,0
46,7,1,1,1,3,0,7,0
256,10,0,0,0,8,0,10,0
90,8,0,0,0,8,0,8,0
40,9,0,0,2,4,0,8,1
118,2,1,1,2,5,0,8,0
428,16,0,0,0,2,0,3,0
454,10,1,1,2,11,0,12,0
250,9,1,0,0,4,0,4,0
299,17,0,0,0,7,0,6,0
50,13,1,1,0,13,0,12,0
98,5,1,1,0,6,0,4,1
189,11,0,0,2,4,0,6,0
316,13,0,0,1,2,0,7,0
30,1,0,0,0,4,0,6,0
12,13,0,0,2,1,0,4,0
112,6,0,0,2,4,0,5,0
34,14,1,1,0,6,0,6,0
155,2,0,1,1,7,0,12,1
411,10,1,1,1,3,0,1,0
86,19,1,1,1,12,0,12,0
203,7,1,0,1,6,0,10,1
313,4,1,0,0,9,0,7,0
76,12,1,0,0,9,0,6,0
102,7,1,1,2,3,0,9,0
64,8,0,0,2,7,0,9,0
198,8,0,0,0,5,0,3,0
219,21,1,1,0,5,0,5,0
44,13,0,0,2,6,0,3,0
315,6,1,1,0,3,0,7,1
59,3,1,1,0,3,0,2,0
46,8,1,1,0,1,1,6,0
429,15,0,1,0,6,0,2,0
158,11,1,1,0,2,0,5,0
145,1,1,0,1,1,0,4,0
250,6,0,1,0,2,0,8,0
30,17,0,1,2,10,0,8,0
90,5,1,1,2,5,0,12,0
34,3,0,0,2,7,0,11,0
381,12,0,0,2,1,0,9,0
208,11,1,1,1,2,1,8,0
191,13,0,0,0,4,0,8,0
408,11,0,0,0,12,0,12,0
397,3,1,1,0,5,0,9,1
76,15,1,0,0,3,0,6,0
310,5,0,1,0,8,0,6,0
180,3,0,1,2,1,0,7,0
154,4,1,0,0,2,1,5,1
90,10,1,0,0,3,0,12,0
71,9,0,1,1,3,0,2,0
185,2,0,1,0,5,0,7,1
109,10,1,1,2,4,0,4,0
301,5,1,0,0,0,0,5,0
345,3,0,0,0,1,0,6,0
142,14,1,0,2,1,0,5,0
226,7,0,0,1,8,0,4,0
42,10,0,1,0,3,0,8,0
142,11,1,1,1,5,0,11,1
227,13,1,0,1,4,0,8,1
167,15,1,1,0,1,0,3,1
191,15,1,1,2,2,0,4,1
296,3,0,1,2,1,0,7,0
192,5,1,1,1,0,0,10,0
48,8,1,0,1,4,1,9,0
138,11,0,1,2,5,0,11,1
341,6,0,0,0,7,0,7,0
86,1,0,1,2,5,0,7,1
224,5,1,1,1,8,0,11,1
39,11,0,0,0,6,0,9,0
186,7,1,1,1,5,0,7,0
180,13,1,0,0,4,0,5,0
190,5,0,0,0,1,0,7,0
134,2,1,0,1,3,0,12,1
189,1,0,1,1,1,0,12,0
181,9,0,0,1,12,1,6,0
22,4,0,0,0,6,0,5,1
310,1,0,1,0,10,1,5,0
611,20,1,1,1,1,0,6,0
71,13,1,0,2,6,0,10,1
83,14,0,1,2,3,0,8,0
145,3,0,0,2,0,0,6,0
285,12,1,1,0,2,0,4,0
496,2,0,0,2,7,1,10,0
318,1,0,0,0,3,0,5,0
147,3,1,0,0,2,0,10,0
257,4,0,1,0,7,0,9,0
34,2,0,0,2,4,0,8,0
107,3,1,0,0,3,1,4,0
27,13,0,1,0,10,0,6,0
370,12,0,1,0,3,0,10,0
333,10,0,1,1,0,0,4,0
293,7,1,1,2,6,1,12,0
172,13,0,0,0,6,0,6,0
78,14,0,0,0,4,0,3,0
476,8,1,1,0,2,0,6,0
87,4,0,0,0,2,1,6,0
209,9,1,1,0,2,0,3,0
320,10,1,1,0,8,0,3,0
158,5,1,0,1,5,0,8,0
26,12,0,1,0,2,0,9,0
33,20,0,0,2,2,0,4,0
80,11,0,0,2,5,0,7,0
152,4,1,0,0,2,0,7,0
38,15,0,0,0,7,0,6,1
75,5,0,0,1,5,0,9,0
285,4,1,1,0,4,1,11,0
10,9,1,0,0,5,0,11,0
212,3,0,0,0,4,0,7,0
121,5,1,0,2,2,0,4,0
397,5,1,1,1,3,0,8,0
14,8,1,1,0,3,0,7,0
101,10,0,0,0,11,0,6,0
127,16,1,1,0,8,0,3,0
70,2,0,0,0,2,0,9,1
160,10,1,1,0,7,0,8,0
408,19,0,1,2,1,0,5,0
154,8,1,0,0,4,0,3,0
128,6,0,0,0,2,0,8,0
293,9,0,1,0,10,1,6,0
155,1,1,1,0,0,0,3,0
194,12,0,1,2,1,0,4,0
157,7,1,0,0,6,0,3,0
191,1,0,1,0,14,0,12,1
26,6,0,1,0,5,0,6,0
426,5,1,0,0,3,0,12,0
133,15,1,0,2,5,0,10,0
146,5,0,0,0,3,0,6,0
332,5,0,1,0,2,0,12,0
427,10,1,1,0,11,0,9,0
100,6,1,0,1,7,0,7,0
417,7,0,0,1,1,0,3,0
139,5,0,1,1,2,0,4,0
115,7,1,1,0,6,0,9,0
81,1,1,1,2,4,0,8,0
47,25,0,1,0,1,0,4,0
47,9,0,1,0,1,0,9,0
46,8,0,0,1,9,0,8,1
307,8,1,1,0,4,0,7,0
34,7,1,0,0,0,0,7,0
52,8,1,0,0,4,0,5,0
77,16,1,1,0,6,0,6,0
136,2,0,0,0,2,1,7,1
418,6,0,0,1,8,1,5,0
98,15,0,0,0,7,0,4,0
279,6,1,1,1,0,0,5,0
223,19,1,1,2,7,0,12,1
80,8,0,0,0,3,0,7,1
450,16,1,1,0,13,0,12,1
190,8,0,1,2,1,0,7,0
79,4,1,0,1,2,0,7,0
285,9,0,0,0,2,0,7,0
115,20,1,0,0,9,0,11,0
83,13,0,1,1,2,0,5,1
269,7,1,1,1,6,0,8,0
335,7,0,0,1,4,0,8,0
257,10,0,0,1,2,0,3,0
99,9,1,1,1,9,0,11,0
13,11,0,1,0,1,0,3,1
176,2,0,1,1,4,0,6,1
64,3,1,0,2,6,0,5,0
228,10,1,1,0,2,0,5,0
432,6,1,1,1,5,0,4,0
227,4,1,0,0,5,0,9,1
326,3,1,0,0,7,0,12,0
98,9,1,0,2,5,0,5,0
313,9,1,1,0,4,0,8,0
53,7,0,0,0,6,0,7,0
102,3,0,0,0,5,0,3,0
283,9,0,1,0,8,1,7,0
114,3,0,1,1,4,0,2,1
183,18,0,1,0,6,0,8,0
35,4,1,0,0,7,0,7,0
162,11,1,0,0,9,0,9,0
353,7,0,1,0,5,0,12,0
306,3,1,0,1,3,0,6,0
208,15,0,1,1,10,0,7,0
101,12,0,1,0,12,0,12,0
15,7,0,0,0,9,0,10,0
89,1,1,1,1,2,0,7,0
329,4,0,1,0,0,0,3,0
515,11,1,1,0,2,0,10,0
135,2,0,1,1,0,0,3,0
480,8,1,1,0,0,0,5,0
305,3,0,0,0,4,0,6,0
139,8,0,1,0,3,0,1,0
15,6,1,0,0,6,0,8,0
235,6,1,0,0,8,0,11,0
68,13,1,0,2,5,0,12,0
70,7,1,0,0,2,0,5,0
263,6,1,0,1,3,0,4,0
240,10,1,0,2,3,0,2,0
445,8,1,0,1,12,0,9,0
75,8,0,0,1,7,1,5,0
438,8,1,1,1,2,0,7,0
464,4,0,1,0,3,0,2,0
74,6,0,0,2,3,0,5,0
334,25,1,1,0,4,0,5,0
450,1,0,0,2,6,1,11,0
117,3,1,1,1,3,1,10,0
281,9,1,1,2,10,1,12,0
271,8,1,0,0,0,0,6,0
220,8,0,0,2,2,0,7,0
89,7,0,0,0,4,0,6,0
188,10,1,0,1,12,0,6,0
120,2,0,0,0,0,0,2,1
176,5,1,1,1,3,0,8,0
250,14,1,0,1,2,0,7,0
275,20,0,0,0,6,0,8,0
282,5,0,0,0,4,0,2,0
199,6,0,1,0,0,1,4,0
89,3,0,0,1,10,0,12,0
31,9,1,1,1,5,0,3,0
171,22,0,0,0,2,0,7,0
203,10,0,1,0,5,0,6,1
629,2,1,0,1,3,0,9,0
475,8,1,0,0,4,0,12,0
140,2,0,0,2,1,0,4,0
105,11,0,0,0,3,0,6,0
209,16,0,0,0,4,0,4,0
26,5,1,0,0,2,0,8,0
68,4,0,0,0,5,0,9,0
165,25,1,1,0,10,0,11,0
339,13,1,0,0,9,0,8,0
10,19,1,1,0,5,0,4,0
191,10,0,1,1,10,0,12,0
401,12,0,0,1,5,0,12,1
260,9,1,0,0,1,0,2,0
253,7,1,0,1,6,0,6,1
426,4,1,1,2,1,0,9,0
155,6,0,0,2,7,0,9,0
294,6,0,1,2,2,0,2,0
358,6,1,1,2,5,0,10,0
259,8,1,0,0,5,0,1,0
17,13,1,0,0,4,0,7,0
21,3,1,0,0,7,0,10,0
54,2,0,0,1,2,0,7,0
199,13,0,0,2,0,0,12,1
197,6,0,1,0,1,0,3,1
157,13,1,1,0,6,0,10,1
153,2,0,0,1,1,0,6,0
340,6,0,1,0,1,0,6,0
45,1,0,1,0,5,0,11,0
269,7,1,0,0,2,0,9,1
299,9,1,0,2,10,0,12,0
176,2,1,0,0,4,0,1,0
290,5,1,1,0,0,0,8,0
138,3,0,1,0,3,0,7,0
40,6,0,0,0,3,0,9,1
57,12,1,0,0,8,0,9,0
112,7,0,1,0,6,0,6,0
92,12,1,0,0,8,0,6,0
246,4,0,1,0,2,0,8,0
313,6,1,1,1,3,0,8,0
557,13,1,1,0,0,0,10,0
404,4,0,0,2,9,0,7,1
271,7,0,0,0,2,0,6,0
274,16,1,0,0,7,0,6,1
120,4,1,0,2,6,0,12,0
137,3,0,1,0,1,0,4,0
293,7,1,0,0,1,0,1,1
157,2,1,1,0,4,1,7,1
155,12,1,0,2,4,0,10,0
229,14,0,1,2,1,0,6,0
189,3,1,0,0,2,0,8,0
220,2,1,1,1,0,0,8,0
49,9,0,0,0,9,1,12,0
243,10,1,1,2,3,0,7,0
439,8,1,0,0,8,0,12,0
104,10,1,1,2,6,0,8,0
211,8,0,0,0,3,0,5,0
106,6,0,1,0,5,0,8,0
30,5,1,0,0,0,0,5,0
203,7,1,1,1,2,0,4,0
337,15,1,0,1,7,0,4,0
315,7,0,1,0,2,0,8,0
25,4,0,1,1,2,0,10,0
44,7,1,1,1,2,0,7,0
200,14,1,0,1,7,0,12,0
107,10,1,1,0,1,0,2,0
134,9,1,0,0,5,0,5,0
88,7,1,1,0,6,0,6,0
70,5,1,0,0,2,0,4,0
283,25,1,0,1,15,1,12,0
103,2,1,1,1,5,0,6,0
99,5,0,0,1,4,0,7,0
39,4,1,0,0,0,0,6,0
384,5,1,0,1,0,0,5,0
595,5,0,0,0,3,0,6,0
45,11,1,0,2,5,0,12,0
106,10,0,0,0,4,0,9,1
47,1,1,1,1,2,0,5,1
196,13,1,1,1,10,0,7,1
233,2,1,0,2,4,0,5,1
194,9,0,1,0,0,0,4,1
230,8,1,0,0,6,0,2,0
177,2,1,1,0,4,0,11,0
314,2,1,0,0,3,0,6,0
248,11,1,1,1,6,0,12,0
196,6,0,0,2,2,0,9,0
534,3,0,1,0,2,0,8,1
121,9,1,0,1,6,0,8,0
15,4,0,0,2,7,0,12,0
248,7,1,0,0,4,0,5,1
72,1,0,1,0,5,0,9,0
351,15,0,0,2,13,1,6,1
259,5,1,1,2,10,1,10,0
155,3,0,0,0,5,0,8,0
86,5,0,0,0,3,0,11,1
173,5,0,1,0,2,0,3,1
80,6,0,1,1,10,0,9,0
236,11,0,1,0,15,1,9,0
233,11,0,1,0,3,0,5,0
312,3,1,0,1,0,0,11,0
235,9,0,0,1,10,1,9,0
69,3,0,0,2,3,0,8,0
182,8,0,0,0,5,0,4,0
237,13,0,0,0,2,0,5,1
165,9,1,0,2,2,0,5,0
597,10,0,1,1,1,0,5,0
182,4,1,1,2,2,1,4,1
98,6,1,0,2,3,0,9,0
269,3,1,0,2,8,0,11,0
263,13,0,0,0,10,0,8,1
180,14,0,0,0,3,0,8,0
45,13,0,0,1,8,0,7,0
318,9,0,0,1,0,0,5,0
288,14,0,0,0,6,0,7,0
393,9,0,1,1,5,1,11,0
150,5,1,1,0,2,1,7,0
141,8,0,1,1,7,0,8,0
242,12,0,0,0,5,0,6,0
58,11,0,0,0,5,0,11,0
224,10,1,0,2,4,0,8,0
135,7,0,1,0,4,0,5,0
188,20,0,1,0,8,0,4,0
216,5,1,0,0,4,0,9,0
384,12,1,0,2,7,0,6,0
450,10,0,0,2,8,0,6,0
147,3,1,0,2,1,1,9,0
95,2,0,0,2,6,0,8,1
117,9,0,1,1,0,0,3,0
92,4,1,0,0,7,0,12,0
120,7,1,1,0,0,0,6,0
226,4,0,0,0,0,0,4,0
196,2,0,1,1,5,0,7,0
262,9,1,0,1,4,0,12,1
257,7,0,1,0,4,0,6,0
55,15,1,1,0,0,0,5,0
170,12,1,1,0,5,0,2,0
247,1,0,1,0,6,0,7,1
76,2,1,0,1,8,0,12,0
250,3,1,0,1,3,0,11,0
111,6,0,0,1,4,0,5,0
238,7,1,0,0,3,0,9,0
408,5,1,1,2,9,1,12,0
110,6,1,0,0,1,0,6,0
406,8,0,0,0,7,0,5,0
106,7,1,1,1,2,0,11,0
255,10,1,0,0,9,0,12,0
134,14,0,0,0,3,0,4,0
335,15,0,0,0,4,0,10,1
252,2,0,1,1,6,0,3,1
404,5,1,0,2,10,0,6,0
182,2,0,0,1,9,0,12,0
58,16,1,0,1,13,0,7,0
317,2,1,0,0,7,0,8,0
84,8,1,1,0,10,0,4,0
44,1,1,1,0,1,0,8,0
315,12,1,1,2,1,0,8,0
399,13,1,1,0,3,0,6,0
270,7,0,0,2,2,0,4,0
315,6,0,0,0,5,0,7,0
378,4,0,1,1,7,0,4,0
178,4,1,0,2,2,1,3,0
131,6,1,0,0,4,0,6,0
404,19,1,0,1,9,0,11,0
90,2,1,0,0,8,0,1,0
219,13,0,1,0,6,1,10,0
270,5,0,0,0,2,0,7,0
301,8,1,1,2,3,0,6,0
116,9,0,0,0,5,0,6,0
385,4,0,0,0,2,0,5,0
311,4,0,0,2,3,0,5,0
312,6,1,1,0,7,0,9,0
518,9,1,0,0,2,0,5,0
243,21,0,1,2,6,1,9,1
173,7,0,1,0,4,0,4,1
331,14,0,1,0,1,1,8,1
60,9,0,0,2,6,0,4,0
78,8,1,0,0,6,0,7,0
180,1,1,0,0,1,0,7,0
279,7,0,0,0,6,0,8,0
316,7,1,0,1,1,0,3,0
402,9,0,0,0,10,0,9,0
84,6,0,1,0,2,1,4,0
77,12,0,1,0,11,0,11,0
363,8,1,1,0,8,0,12,0
90,11,1,1,1,4,0,7,0
150,8,0,0,0,3,0,9,0
118,7,1,0,1,7,0,9,0
89,15,1,1,0,5,0,4,0
321,14,0,1,0,5,0,5,0
185,6,0,1,0,5,0,6,0
425,2,0,0,0,3,0,11,0
138,18,0,0,0,1,0,6,0
63,26,1,0,1,5,0,8,0
246,13,0,0,1,4,0,8,0
134,4,1,0,0,1,0,2,0
131,3,0,1,1,7,0,6,0
265,6,0,0,2,7,0,3,0
212,7,1,1,0,5,1,7,0
243,6,0,0,0,3,0,1,0
364,9,0,1,1,3,0,5,0
38,6,1,1,0,6,0,9,0
144,6,0,0,1,1,0,5,0
57,11,0,1,2,4,0,7,0
298,8,1,1,0,6,0,7,0
180,9,0,0,2,7,0,7,0
694,4,1,0,0,1,0,8,1
244,12,1,0,0,2,0,9,0
83,5,1,0,0,6,1,12,0
48,6,0,0,0,6,0,6,0
106,1,1,0,0,3,0,5,0
348,3,1,0,0,4,0,8,0
70,9,1,0,1,5,0,4,0
200,10,1,1,0,2,0,10,0
410,1,1,0,0,4,0,9,0
201,3,1,0,0,6,0,7,0
304,5,0,0,0,4,0,9,0
384,16,0,1,0,5,0,5,0
457,11,1,0,1,2,0,5,0
244,14,1,0,0,5,0,6,0
352,13,1,0,1,3,0,8,1
266,7,1,0,0,1,0,4,0
157,8,1,0,1,4,0,6,0
235,9,1,1,0,3,0,9,0
180,3,1,1,0,4,0,4,0
235,10,1,0,1,2,0,12,0
326,12,0,1,0,3,0,6,0
450,5,1,0,2,3,0,3,0
420,1,1,1,1,4,0,10,0
138,14,1,1,0,1,0,7,1
313,4,0,1,2,3,0,8,0
167,8,1,1,2,2,0,4,0
195,19,0,0,0,13,1,12,0
62,9,1,1,0,4,0,4,0
211,10,0,0,1,2,0,4,1
43,16,0,1,0,5,1,10,0
208,11,0,0,0,2,0,7,0
124,5,0,0,1,9,0,6,0
59,2,0,1,1,1,0,8,0
50,9,0,0,1,5,0,8,0
158,5,0,0,1,4,0,2,0
145,6,1,0,0,1,0,6,0
310,10,1,0,0,4,1,3,0
147,16,0,1,1,6,0,4,0
227,9,0,0,0,6,0,6,0
274,2,1,0,1,2,0,4,0
131,15,0,1,0,4,0,12,0
197,4,0,0,0,4,0,7,0
67,14,1,1,1,1,0,7,0
88,2,0,0,0,5,0,4,0
202,6,1,1,0,4,0,10,0
459,1,1,0,0,1,0,7,0
56,6,0,0,0,3,0,6,0
477,1,0,0,0,3,1,5,0
170,4,0,1,0,5,0,9,1
43,7,1,0,1,4,0,4,0
105,18,0,1,2,3,0,6,0
209,17,1,1,0,3,1,6,0
109,6,0,0,0,3,0,6,0
328,5,0,1,1,7,0,10,1
240,3,0,0,2,4,0,7,0
238,15,0,0,0,1,0,4,0
31,16,1,1,0,7,0,6,0
70,6,1,0,0,4,0,6,0
273,9,1,0,0,12,0,6,0
256,2,0,1,1,8,1,8,1
103,5,0,0,2,5,0,8,0
321,11,1,1,1,2,0,3,0
258,5,1,1,2,7,0,12,0
57,4,1,0,0,1,0,9,0
50,5,0,1,2,8,0,12,0
144,15,1,1,0,2,0,2,0
25,4,1,0,0,12,1,9,0
33,5,0,0,1,4,0,10,0
140,6,0,0,0,0,0,4,1
515,10,0,0,0,3,0,8,0
484,1,1,0,1,0,0,9,0
174,6,1,0,0,3,0,3,0
286,12,0,0,1,0,0,3,0
21,2,0,0,0,4,0,5,0
236,14,0,1,1,1,0,5,0
263,17,0,1,0,7,0,10,0
154,14,0,0,0,2,0,4,0
324,17,1,1,0,14,0,12,0
166,10,1,1,1,0,0,4,0
110,9,1,0,1,7,0,12,0
192,5,0,1,0,2,0,5,0
55,14,0,0,0,4,0,7,0
296,5,0,0,0,1,0,7,1
231,4,1,0,1,4,1,2,0
448,4,1,0,0,1,0,6,0
166,14,0,0,0,9,0,12,0
133,5,1,0,1,6,0,5,0
72,18,1,1,2,7,0,10,0
73,16,0,0,0,1,0,5,0
136,10,0,1,0,1,0,4,0
50,3,0,0,1,6,0,4,0
155,4,0,0,1,5,0,9,1
265,4,0,0,0,5,0,7,0
292,10,0,0,0,1,0,8,0
150,3,0,0,0,4,0,3,0
39,3,1,0,1,0,0,10,0
324,10,0,1,1,5,1,7,0
420,6,1,1,0,6,0,5,0
180,3,1,1,0,6,1,7,0
38,5,0,0,0,3,0,2,0
171,8,1,0,2,1,0,7,0
262,4,0,1,0,2,0,9,0
116,2,0,0,0,1,0,7,0
73,5,0,0,1,3,0,9,0
160,7,1,1,2,4,1,7,0
328,3,1,0,1,5,1,6,0
35,6,1,1,0,1,0,7,1
189,16,0,1,2,5,0,9,0
111,10,0,0,1,3,0,7,0
54,10,1,1,1,8,0,12,0
67,9,0,0,0,2,0,4,0
316,5,0,1,0,1,0,5,0
82,7,0,0,1,2,0,10,0
24,6,1,1,2,4,0,2,0
58,3,1,1,1,7,0,9,0
275,1,1,1,2,5,0,9,0
128,18,0,0,0,5,0,4,0
264,15,1,0,0,7,0,8,0
192,6,0,1,1,3,0,8,0
120,6,1,0,1,6,0,7,0
183,6,1,0,1,1,0,7,0
250,19,0,1,2,15,0,12,0
134,13,0,1,0,2,0,4,1
36,3,1,0,0,2,0,8,0
395,9,1,1,2,3,0,9,0
179,4,0,0,0,4,0,8,0
305,8,1,1,1,4,0,12,1
92,2,1,0,2,2,0,6,0
457,10,1,1,0,5,0,8,0
91,15,1,1,2,7,0,12,0
63,7,0,0,0,0,0,3,0
36,9,1,1,1,3,0,9,0
67,1,1,0,0,3,0,4,0
301,5,1,1,1,0,0,5,0
40,8,0,0,1,2,1,8,0
122,13,1,0,0,2,0,5,1
