damage_zone,car_class,detail_code,car_age,engine_volume,mileage,repair_cost
передняя,комфорт,ENG-02,16,1.5,58.2,600.0
боковая,эконом,WHEEL-01,13,2.3,334.9,55.8
боковая,комфорт,FENDER-03,5,5.2,6.2,132.4
боковая,премиум,LIGHT-02,18,1.2,258.4,157.7
боковая,комфорт,DOOR-02,23,3.6,173.9,261.8
передняя,эконом,FENDER-13,5,3.8,80.3,119.7
боковая,эконом,LIGHT-02,17,3.8,43.0,73.6
задняя,комфорт,HOOD-01,23,3.4,176.1,358.0
боковая,комфорт,AC-02,4,5.0,49.3,203.2
боковая,бизнес,CABLE-03,23,1.7,194.6,63.7
боковая,бизнес,ENG-02,23,2.6,250.1,600.0
задняя,комфорт,BUMPER-02,5,4.1,331.0,250.9
передняя,эконом,BUMPER-02,1,4.5,271.5,237.3
задняя,эконом,CABLE-02,7,3.0,26.1,15.7
боковая,эконом,INTERIOR-03,14,5.4,123.0,92.2
боковая,эконом,ENG-03,14,3.1,115.2,334.9
передняя,комфорт,MOTOR-01,10,3.0,366.0,600.0
передняя,комфорт,FENDER-12,21,1.2,347.1,153.9
передняя,комфорт,FRAME-02,21,3.8,148.1,600.0
боковая,эконом,ENG-02,23,4.5,28.5,320.6
боковая,эконом,PAINT-01,0,1.6,357.6,43.9
передняя,эконом,DOOR-01,17,2.5,355.3,236.1
задняя,эконом,DOOR-03,11,4.9,341.9,144.2
боковая,бизнес,BUMPER-01,11,2.8,338.0,262.9
боковая,эконом,ELECTRIC-01,24,2.2,192.1,160.3
задняя,комфорт,INTERIOR-01,10,4.4,71.0,121.6
задняя,эконом,INTERIOR-03,7,2.0,191.0,83.4
задняя,бизнес,TRANS-03,6,5.5,197.8,600.0
передняя,комфорт,FENDER-13,22,1.5,196.0,186.7
задняя,эконом,PAINT-01,20,4.5,215.5,39.0
задняя,комфорт,LIGHT-01,1,3.5,103.1,102.1
боковая,бизнес,HOOD-02,10,5.3,146.5,427.0
задняя,премиум,FENDER-12,21,1.6,173.7,171.6
боковая,эконом,RADIATOR-02,9,4.4,52.4,94.3
передняя,бизнес,CABLE-02,2,3.9,182.1,105.8
задняя,премиум,ALTERNATOR-02,19,3.4,324.2,600.0
передняя,премиум,BRAKE-01,9,3.5,331.2,305.0
передняя,комфорт,ALTERNATOR-01,17,4.6,164.6,334.0
боковая,комфорт,RADIATOR-01,13,5.7,207.5,175.3
боковая,комфорт,FRAME-02,17,1.5,13.5,380.1
передняя,бизнес,FENDER-01,23,1.1,269.8,333.0
задняя,комфорт,EXHAUST-01,7,5.0,161.8,175.9
боковая,комфорт,AC-02,9,1.5,178.2,206.2
передняя,комфорт,BUMPER-01,21,5.9,349.5,355.3
задняя,бизнес,TRANS-03,12,4.1,184.7,600.0
боковая,бизнес,BUMPER-02,20,4.3,8.5,227.9
задняя,эконом,SUSP-01,7,2.0,91.0,131.6
передняя,бизнес,ALTERNATOR-01,3,2.2,190.2,323.6
задняя,комфорт,WHEEL-02,3,4.3,169.8,102.8
боковая,бизнес,PAINT-02,4,5.5,344.1,113.7
задняя,комфорт,AC-02,0,5.9,216.9,326.9
передняя,эконом,FENDER-01,16,2.0,275.9,148.9
боковая,премиум,CABLE-02,1,1.7,187.7,70.9
передняя,эконом,TRANS-02,7,1.3,175.9,469.9
боковая,бизнес,FENDER-11,6,5.3,178.5,139.8
передняя,комфорт,DOOR-02,14,2.5,164.4,362.9
боковая,комфорт,ENG-03,25,1.0,215.4,461.9
задняя,эконом,CABLE-01,24,2.1,100.2,15.0
передняя,комфорт,TRANS-02,4,2.7,356.4,600.0
передняя,эконом,LIGHT-02,1,6.0,133.2,143.2
передняя,эконом,ALTERNATOR-01,6,3.6,59.0,145.7
боковая,эконом,PAINT-02,7,2.0,38.6,37.6
боковая,эконом,FENDER-03,6,2.7,5.4,100.7
задняя,премиум,DOOR-02,6,2.7,169.1,522.8
задняя,премиум,ENG-03,13,1.1,75.0,600.0
боковая,эконом,SUSP-03,20,1.7,8.7,114.9
боковая,бизнес,TRANS-03,17,4.5,208.0,565.2
задняя,эконом,HOOD-01,5,1.6,272.0,218.4
задняя,комфорт,GLASS-02,3,2.2,34.3,59.0
задняя,бизнес,BUMPER-03,9,2.8,184.4,186.1
задняя,премиум,FENDER-02,17,4.8,297.5,285.4
передняя,комфорт,BUMPER-03,11,3.9,394.3,223.2
задняя,бизнес,MOTOR-03,15,4.4,266.9,600.0
задняя,эконом,FENDER-11,24,3.8,97.9,100.5
боковая,премиум,PAINT-03,6,4.4,286.6,148.3
передняя,эконом,FENDER-02,5,1.0,239.2,115.4
задняя,комфорт,WHEEL-01,4,5.7,84.7,124.2
задняя,комфорт,LIGHT-03,2,1.6,340.4,140.8
задняя,комфорт,ELECTRIC-02,11,3.0,171.0,299.3
передняя,эконом,MOTOR-01,14,4.9,384.8,600.0
задняя,премиум,DOOR-01,9,3.2,289.2,493.5
задняя,эконом,MOTOR-01,25,5.7,257.8,600.0
задняя,комфорт,DOOR-01,19,3.3,291.3,320.5
задняя,эконом,FENDER-04,18,5.4,191.2,127.7
задняя,эконом,FENDER-12,15,5.1,202.1,91.5
боковая,комфорт,PAINT-03,10,5.9,340.5,82.0
передняя,комфорт,INTERIOR-01,7,5.6,272.4,175.3
боковая,эконом,MOTOR-01,2,5.5,358.9,493.9
задняя,эконом,INTERIOR-03,22,4.7,356.3,178.5
передняя,комфорт,ELECTRIC-01,6,2.8,390.6,390.2
передняя,бизнес,FRAME-03,22,1.5,280.1,600.0
передняя,бизнес,FENDER-04,6,4.4,200.9,339.0
боковая,эконом,CABLE-01,13,5.9,66.5,59.3
боковая,эконом,HOOD-01,1,4.6,282.2,169.1
боковая,эконом,HOOD-01,9,5.6,116.6,194.9
задняя,эконом,ENG-03,18,5.0,113.2,376.6
задняя,комфорт,BRAKE-02,25,1.8,95.3,98.5
передняя,комфорт,RADIATOR-01,8,2.2,350.0,273.0
передняя,эконом,ENG-01,15,2.7,347.2,600.0
задняя,эконом,FENDER-12,18,1.8,252.4,62.1
передняя,эконом,FRAME-01,17,3.9,189.2,427.2
передняя,бизнес,TRANS-01,8,5.9,268.8,600.0
задняя,премиум,WHEEL-01,15,4.8,242.9,216.5
боковая,эконом,FENDER-13,12,3.1,166.3,91.8
боковая,эконом,ELECTRIC-01,9,1.0,151.9,93.8
боковая,бизнес,WHEEL-01,24,2.6,153.1,90.8
задняя,премиум,BUMPER-03,19,3.6,235.7,351.9
задняя,комфорт,LIGHT-01,13,2.6,259.1,74.8
задняя,эконом,MOTOR-03,11,1.6,180.7,388.7
боковая,эконом,TRANS-01,24,3.2,387.5,389.5
передняя,комфорт,HOOD-02,18,2.3,33.5,427.1
задняя,эконом,TRANS-02,6,5.5,138.8,380.7
боковая,эконом,BUMPER-01,22,1.5,167.6,135.2
задняя,комфорт,ENG-02,14,1.2,6.8,533.1
задняя,эконом,FENDER-12,15,1.0,146.0,108.5
задняя,бизнес,HOOD-01,7,2.6,109.5,373.3
передняя,эконом,FENDER-04,9,4.3,202.4,157.9
задняя,эконом,ELECTRIC-01,3,4.7,134.6,162.4
передняя,комфорт,TRANS-03,18,3.3,290.5,600.0
передняя,эконом,FENDER-02,18,4.4,204.0,102.7
передняя,премиум,RADIATOR-01,20,2.8,51.9,416.2
боковая,комфорт,FENDER-11,14,4.3,300.0,115.7
передняя,эконом,MOTOR-03,13,1.2,39.7,449.7
задняя,бизнес,FENDER-12,0,3.0,335.6,165.4
передняя,эконом,FENDER-03,15,5.0,372.6,194.5
боковая,премиум,ENG-02,9,5.0,129.0,600.0
передняя,эконом,FENDER-02,18,4.6,370.5,140.0
задняя,комфорт,CABLE-01,21,2.0,317.2,15.0
боковая,эконом,FENDER-11,2,2.2,369.0,108.9
боковая,комфорт,CABLE-03,4,6.0,266.5,44.0
передняя,бизнес,ALTERNATOR-01,8,1.5,94.3,305.1
боковая,бизнес,PAINT-01,17,1.9,357.8,86.8
задняя,эконом,FENDER-04,10,1.7,73.7,115.1
задняя,эконом,BUMPER-03,15,2.6,85.2,107.6
передняя,бизнес,BUMPER-02,1,2.1,108.4,310.0
передняя,премиум,AC-02,11,3.5,121.7,600.0
боковая,эконом,FENDER-02,21,3.4,205.8,98.7
задняя,комфорт,PAINT-01,5,5.5,285.4,103.6
задняя,эконом,SUSP-03,10,1.2,370.5,184.3
боковая,бизнес,WHEEL-01,7,2.6,35.4,59.9
боковая,эконом,FENDER-12,11,4.0,381.7,74.1
передняя,эконом,DOOR-01,1,4.0,368.5,250.8
задняя,бизнес,AC-02,8,3.4,21.6,310.4
передняя,эконом,ALTERNATOR-02,14,5.1,144.1,234.9
боковая,комфорт,BATTERY-02,1,1.3,325.3,108.2
задняя,комфорт,BUMPER-03,0,5.1,244.6,136.4
боковая,эконом,LIGHT-01,9,3.5,311.6,37.2
передняя,эконом,BUMPER-03,1,1.7,287.6,106.7
передняя,комфорт,INTERIOR-01,11,5.4,198.7,127.5
передняя,эконом,BATTERY-02,22,4.2,16.5,58.2
