customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn,customer_satisfaction
157,69,40.17,2771.73,Month-to-month,No,Electronic check,1,2.0
927,64,143.77,9201.28,Two year,Fiber optic,Mailed check,1,1.0
453,53,76.15,4035.95,Month-to-month,Fiber optic,Bank transfer,1,4.0
1303,42,36.13,1517.46,Month-to-month,No,Electronic check,1,2.0
2457,28,104.01,2912.28,Month-to-month,DSL,Mailed check,1,
247,37,85.58,3166.46,One year,DSL,Electronic check,1,
406,60,53.44,3206.4,Month-to-month,Fiber optic,Credit card,1,5.0
2886,67,52.0,3484.0,One year,Fiber optic,Credit card,1,4.0
156,33,122.87,4054.71,Month-to-month,No,Mailed check,1,
2233,13,143.76,1868.88,Month-to-month,Fiber optic,Credit card,0,3.0
1884,61,90.26,7198.43,Two year,No,Bank transfer,0,
1992,19,118.38,2249.22,Month-to-month,No,Bank transfer,1,4.0
434,8,88.87,710.96,Month-to-month,No,Credit card,0,3.0
981,14,62.72,878.08,Month-to-month,DSL,Electronic check,0,
1605,59,93.15,5495.85,Two year,DSL,Credit card,1,1.0
1781,48,22.71,1090.08,One year,No,Mailed check,0,
1925,5,124.06,620.3,Month-to-month,Fiber optic,Bank transfer,0,3.0
2429,10,54.75,410.38,Month-to-month,No,Bank transfer,0,
2001,50,40.22,2011.0,Two year,DSL,Mailed check,0,4.0
1203,12,120.41,1444.92,One year,Fiber optic,Credit card,1,2.0
179,65,39.19,2547.35,Month-to-month,DSL,Bank transfer,1,3.0
1847,59,73.37,4328.83,One year,No,Credit card,1,2.0
161,10,120.85,1208.5,Month-to-month,DSL,Bank transfer,0,
972,24,82.97,1991.28,Month-to-month,No,Credit card,1,2.0
1368,65,51.87,3371.55,One year,Fiber optic,Mailed check,0,4.0
2767,36,52.75,2387.14,Month-to-month,No,Credit card,1,5.0
513,46,136.3,7584.64,Month-to-month,No,Electronic check,0,3.0
1244,28,88.55,2479.4,Month-to-month,Fiber optic,Electronic check,1,2.0
1310,22,134.69,2963.18,Month-to-month,Fiber optic,Mailed check,1,3.0
2947,54,40.68,2196.72,One year,Fiber optic,Bank transfer,0,4.0
670,30,38.63,1158.9,Month-to-month,Fiber optic,Mailed check,1,1.0
1248,36,140.22,5047.92,Month-to-month,DSL,Credit card,1,2.0
2815,43,131.22,5642.46,One year,No,Mailed check,0,
122,69,57.1,3939.9,One year,DSL,Credit card,0,
1318,34,102.24,3476.16,Two year,Fiber optic,Electronic check,1,1.0
2373,49,75.77,3712.73,Two year,No,Credit card,0,
1051,22,87.75,1930.5,Month-to-month,DSL,Mailed check,1,1.0
329,52,126.26,6565.52,Month-to-month,DSL,Mailed check,1,3.0
2773,19,83.16,1580.04,One year,DSL,Bank transfer,1,1.0
769,50,82.28,4114.0,Month-to-month,No,Credit card,0,4.0
1492,51,139.14,7096.14,One year,DSL,Mailed check,0,3.0
1245,66,116.93,7717.38,One year,DSL,Electronic check,1,1.0
1184,49,36.52,1404.86,Month-to-month,Fiber optic,Credit card,1,4.0
2894,36,33.5,1206.0,One year,No,Mailed check,0,
2637,44,80.82,3556.08,Month-to-month,No,Electronic check,1,2.0
2192,35,96.1,3363.5,Two year,Fiber optic,Mailed check,1,3.0
559,30,146.49,4394.7,Month-to-month,No,Bank transfer,1,3.0
167,34,61.15,2079.1,Month-to-month,Fiber optic,Credit card,0,5.0
325,12,141.85,1702.2,Two year,DSL,Electronic check,1,2.0
1102,3,74.8,224.4,Month-to-month,Fiber optic,Mailed check,1,
2814,46,104.34,4799.64,One year,Fiber optic,Bank transfer,1,3.0
1637,61,93.29,5690.69,Two year,Fiber optic,Mailed check,0,
2401,64,39.32,2516.48,Month-to-month,DSL,Bank transfer,1,4.0
204,1,143.68,143.68,Month-to-month,No,Electronic check,1,1.0
313,22,69.26,1523.72,One year,DSL,Mailed check,1,2.0
361,24,59.17,1420.08,Two year,Fiber optic,Mailed check,1,5.0
2783,22,142.08,3125.76,Month-to-month,Fiber optic,Electronic check,1,
1367,10,136.26,1362.6,Month-to-month,No,Electronic check,0,3.0
1494,19,32.14,610.66,Month-to-month,No,Electronic check,1,5.0
1514,71,47.21,3351.91,One year,Fiber optic,Credit card,1,4.0
237,37,118.16,4371.92,Month-to-month,No,Mailed check,1,5.0
2000,51,31.21,1591.71,Month-to-month,DSL,Bank transfer,1,3.0
125,18,41.46,746.28,Month-to-month,No,Credit card,1,
2364,43,22.01,946.43,Two year,No,Bank transfer,0,5.0
1270,1,98.86,98.86,One year,No,Credit card,1,2.0
772,65,58.75,3818.75,Month-to-month,Fiber optic,Credit card,1,3.0
1656,24,59.85,1436.4,Two year,No,Bank transfer,1,2.0
2089,10,73.98,739.8,Month-to-month,DSL,Credit card,1,1.0
2582,55,116.05,6382.75,One year,No,Electronic check,1,2.0
2778,62,30.29,1877.98,Month-to-month,DSL,Mailed check,1,2.0
1042,65,149.65,9727.25,Two year,No,Credit card,0,
1570,41,145.08,5948.28,Month-to-month,No,Bank transfer,1,1.0
290,60,21.09,1265.4,Month-to-month,DSL,Electronic check,1,2.0
1528,28,66.7,1867.6,Month-to-month,DSL,Mailed check,1,2.0
1374,20,129.94,2598.8,Month-to-month,Fiber optic,Mailed check,1,
1923,43,38.38,1650.34,Month-to-month,No,Credit card,1,2.0
874,29,75.54,2190.66,One year,DSL,Credit card,1,1.0
2615,0,23.01,0.0,Month-to-month,Fiber optic,Bank transfer,1,1.0
2201,38,25.37,964.06,Month-to-month,DSL,Mailed check,1,
2701,6,92.54,555.24,Month-to-month,Fiber optic,Electronic check,0,
2871,38,102.04,3877.52,Month-to-month,Fiber optic,Electronic check,1,2.0
2525,6,68.32,409.92,Month-to-month,Fiber optic,Bank transfer,1,
151,69,78.51,5417.19,Two year,No,Mailed check,0,5.0
839,22,62.26,1369.72,Two year,No,Bank transfer,0,
1861,64,67.44,4316.16,Month-to-month,DSL,Electronic check,1,5.0
2280,29,109.05,3162.45,Month-to-month,Fiber optic,Credit card,1,3.0
2881,47,20.99,986.53,One year,DSL,Bank transfer,0,5.0
2426,58,43.14,2502.12,Month-to-month,Fiber optic,Mailed check,1,1.0
951,9,126.66,1139.94,Month-to-month,No,Mailed check,1,2.0
1725,24,39.65,951.6,Two year,No,Bank transfer,0,
1438,6,31.08,186.48,Month-to-month,Fiber optic,Mailed check,0,3.0
2322,7,142.62,998.34,One year,DSL,Electronic check,1,
1382,10,145.18,1451.8,One year,No,Electronic check,1,1.0
504,44,94.12,4141.28,Month-to-month,No,Electronic check,1,5.0
1028,58,115.87,6720.46,Month-to-month,No,Bank transfer,0,5.0
2380,63,65.23,4109.49,Two year,Fiber optic,Bank transfer,1,5.0
103,36,136.71,4921.56,Month-to-month,DSL,Mailed check,0,3.0
1878,56,140.2,7851.2,Month-to-month,Fiber optic,Mailed check,1,5.0
2482,53,25.21,1336.13,One year,Fiber optic,Bank transfer,1,2.0
483,69,140.88,9720.72,Two year,Fiber optic,Electronic check,1,
1003,69,54.8,3781.2,Month-to-month,DSL,Electronic check,1,
541,71,136.3,9677.3,Two year,DSL,Mailed check,0,
1489,5,84.91,424.55,Two year,Fiber optic,Mailed check,1,5.0
2999,14,82.88,1160.32,One year,No,Mailed check,1,1.0
1793,13,128.75,1673.75,Two year,Fiber optic,Bank transfer,1,2.0
91,30,30.51,915.3,Month-to-month,Fiber optic,Credit card,1,2.0
2237,33,149.21,4923.93,Two year,No,Credit card,0,4.0
1667,52,65.06,3383.12,Month-to-month,DSL,Mailed check,1,4.0
2372,23,107.62,2475.26,Month-to-month,DSL,Electronic check,1,
2924,46,36.56,1681.76,Two year,DSL,Electronic check,1,4.0
579,63,26.07,1642.41,One year,DSL,Mailed check,0,
1154,4,21.09,84.36,One year,Fiber optic,Bank transfer,1,
1883,18,102.3,1897.3,One year,DSL,Credit card,0,
2575,50,33.57,1678.5,Month-to-month,DSL,Mailed check,1,2.0
2787,47,27.35,1285.45,One year,DSL,Credit card,0,5.0
837,32,144.81,4633.92,One year,DSL,Mailed check,1,2.0
1070,11,80.68,887.48,Month-to-month,Fiber optic,Credit card,1,1.0
2651,30,50.68,1520.4,Month-to-month,Fiber optic,Bank transfer,1,
2688,41,24.17,990.97,Two year,DSL,Credit card,1,1.0
710,26,106.8,2776.8,Month-to-month,No,Electronic check,0,4.0
344,24,125.36,3008.64,Month-to-month,DSL,Electronic check,1,1.0
1548,43,76.12,3273.16,One year,Fiber optic,Mailed check,1,
2567,13,107.89,1402.57,Month-to-month,No,Bank transfer,1,2.0
2167,64,100.76,6448.64,One year,No,Mailed check,0,4.0
1797,42,68.15,2862.3,One year,Fiber optic,Mailed check,1,2.0
219,19,52.27,993.13,One year,No,Credit card,0,5.0
2420,38,21.1,801.8,One year,Fiber optic,Mailed check,1,2.0
1683,16,99.92,1598.72,One year,No,Electronic check,1,2.0
2990,7,141.95,993.65,One year,No,Electronic check,1,
2816,67,83.39,5587.13,Month-to-month,Fiber optic,Credit card,0,4.0
1943,50,105.51,5275.5,Two year,Fiber optic,Credit card,1,1.0
2224,59,126.81,7481.79,Month-to-month,Fiber optic,Mailed check,0,5.0
1147,48,132.01,6336.48,Month-to-month,DSL,Mailed check,1,3.0
2465,47,139.7,6565.9,Month-to-month,DSL,Mailed check,1,1.0
1094,49,36.38,1782.62,Month-to-month,Fiber optic,Electronic check,0,4.0
2081,68,103.54,7040.72,Month-to-month,No,Bank transfer,1,3.0
184,5,32.13,160.65,Month-to-month,No,Electronic check,1,3.0
294,20,139.45,2789.0,Two year,No,Bank transfer,0,5.0
1394,63,80.77,5088.51,Month-to-month,Fiber optic,Electronic check,1,4.0
1608,47,21.36,1003.92,One year,Fiber optic,Electronic check,1,3.0
209,52,104.1,5413.2,One year,DSL,Credit card,0,
2807,29,53.71,1557.59,Two year,DSL,Electronic check,1,5.0
2235,49,140.86,6902.14,One year,DSL,Credit card,1,1.0
889,43,52.38,2252.34,Month-to-month,Fiber optic,Electronic check,1,3.0
892,56,107.99,6047.44,Two year,No,Bank transfer,0,3.0
845,23,71.62,1647.26,Month-to-month,DSL,Mailed check,1,5.0
229,16,55.23,881.2,Two year,DSL,Electronic check,1,5.0
2714,5,95.64,478.2,Month-to-month,Fiber optic,Mailed check,1,1.0
603,40,82.05,3282.0,Two year,No,Credit card,0,
1053,11,24.96,274.56,One year,Fiber optic,Credit card,1,1.0
1483,64,80.78,5169.92,Month-to-month,No,Electronic check,1,1.0
2387,44,48.8,2147.2,One year,DSL,Electronic check,1,
336,3,136.73,410.19,Two year,DSL,Electronic check,1,4.0
2120,18,134.3,2417.4,Month-to-month,Fiber optic,Bank transfer,1,1.0
576,42,85.96,3610.32,Month-to-month,Fiber optic,Bank transfer,1,1.0
2800,34,96.56,3283.04,Two year,No,Electronic check,0,4.0
1202,29,122.69,3558.01,Month-to-month,Fiber optic,Mailed check,1,1.0
1092,10,66.15,661.5,Month-to-month,DSL,Bank transfer,1,1.0
265,3,127.9,383.7,One year,Fiber optic,Bank transfer,1,1.0
2111,69,109.22,7536.18,Month-to-month,No,Electronic check,1,1.0
26,64,107.04,6850.56,Two year,Fiber optic,Electronic check,1,2.0
840,44,56.38,2480.72,Month-to-month,No,Electronic check,1,3.0
2176,5,87.48,362.15,Month-to-month,Fiber optic,Credit card,1,5.0
115,44,67.6,2974.4,Month-to-month,No,Bank transfer,0,
1360,21,55.91,1174.11,Two year,DSL,Mailed check,0,
2951,19,50.94,967.86,One year,Fiber optic,Bank transfer,1,4.0
1250,26,59.8,1554.8,One year,Fiber optic,Electronic check,1,4.0
1437,50,142.77,7138.5,Month-to-month,DSL,Electronic check,1,3.0
2440,45,99.92,4496.4,Month-to-month,No,Bank transfer,1,
1506,67,111.01,7437.67,One year,DSL,Bank transfer,1,1.0
137,10,126.36,1263.6,Two year,Fiber optic,Bank transfer,1,1.0
2150,43,86.0,3698.0,Month-to-month,No,Mailed check,1,1.0
1557,11,27.78,305.58,One year,Fiber optic,Mailed check,1,1.0
1035,33,124.54,4109.82,Month-to-month,No,Bank transfer,1,1.0
597,23,39.93,918.39,One year,DSL,Credit card,0,5.0
149,56,102.88,5761.28,Two year,Fiber optic,Mailed check,1,2.0
592,57,67.64,3855.48,One year,No,Electronic check,1,5.0
285,56,131.15,7344.4,Month-to-month,Fiber optic,Credit card,1,3.0
2433,49,73.72,3612.28,Month-to-month,DSL,Credit card,1,2.0
1076,44,95.85,4217.4,Two year,No,Electronic check,1,1.0
2983,40,83.19,3327.6,One year,Fiber optic,Credit card,0,
357,23,62.28,1432.44,Month-to-month,Fiber optic,Electronic check,0,5.0
1585,65,129.13,8514.05,Two year,Fiber optic,Bank transfer,1,
292,8,114.22,913.76,Month-to-month,DSL,Credit card,1,2.0
658,39,33.86,1320.54,Month-to-month,DSL,Electronic check,1,1.0
2978,57,97.63,5564.91,One year,Fiber optic,Electronic check,0,
1413,48,24.03,1153.44,One year,Fiber optic,Electronic check,1,5.0
897,57,128.0,7296.0,Month-to-month,No,Mailed check,1,5.0
521,48,28.87,1385.76,One year,DSL,Electronic check,0,
571,66,61.82,4080.12,Month-to-month,DSL,Electronic check,0,4.0
2519,2,101.17,202.34,Two year,No,Mailed check,0,5.0
1965,49,98.62,4832.38,One year,No,Bank transfer,0,3.0
1193,9,107.97,971.73,One year,Fiber optic,Credit card,1,1.0
952,20,51.7,1034.0,Month-to-month,No,Bank transfer,1,1.0
186,40,136.38,5455.2,One year,DSL,Credit card,0,
2874,6,147.87,887.22,Two year,Fiber optic,Mailed check,1,2.0
680,44,129.64,5704.16,Month-to-month,No,Bank transfer,1,1.0
1407,11,43.21,475.31,Month-to-month,Fiber optic,Credit card,1,1.0
1475,35,98.99,3464.65,Month-to-month,No,Electronic check,1,1.0
459,68,103.5,7038.0,Two year,Fiber optic,Bank transfer,0,3.0
2270,62,138.89,8611.18,Month-to-month,Fiber optic,Bank transfer,1,1.0
2155,68,136.56,9286.08,Two year,Fiber optic,Mailed check,1,1.0
2262,20,31.26,625.2,Two year,Fiber optic,Mailed check,1,1.0
2510,48,75.2,3609.6,Two year,Fiber optic,Credit card,1,1.0
729,36,128.33,4619.88,One year,DSL,Electronic check,0,
703,40,54.1,2164.0,Two year,No,Electronic check,1,3.0
253,51,25.03,1276.53,Two year,No,Bank transfer,0,4.0
2738,58,124.21,7204.18,Month-to-month,No,Bank transfer,1,
823,62,75.24,4664.88,One year,No,Credit card,1,1.0
1434,40,144.8,5792.0,Month-to-month,Fiber optic,Credit card,1,5.0
2416,24,131.48,3155.52,Month-to-month,No,Credit card,1,
976,33,60.85,2008.05,Month-to-month,Fiber optic,Bank transfer,0,3.0
1627,3,72.09,216.27,Month-to-month,Fiber optic,Mailed check,1,5.0
35,52,25.59,1330.68,Month-to-month,Fiber optic,Mailed check,1,1.0
920,2,117.21,234.42,One year,No,Credit card,0,3.0
404,46,118.87,5468.02,Month-to-month,DSL,Mailed check,1,3.0
2928,6,93.58,561.48,One year,Fiber optic,Electronic check,1,1.0
428,64,76.89,4920.96,Month-to-month,Fiber optic,Electronic check,0,
1480,9,137.52,1237.68,Month-to-month,Fiber optic,Mailed check,1,4.0
2520,53,119.28,6321.84,Month-to-month,DSL,Electronic check,1,1.0
2218,13,126.83,1648.79,One year,Fiber optic,Credit card,1,4.0
2618,21,141.66,2974.86,Month-to-month,No,Mailed check,1,2.0
2093,63,141.61,8921.43,Two year,Fiber optic,Bank transfer,1,5.0
501,38,113.16,4300.08,Month-to-month,DSL,Electronic check,1,5.0
2833,46,69.87,3214.02,Two year,No,Credit card,1,5.0
2264,8,137.08,1096.64,Month-to-month,DSL,Electronic check,0,4.0
1472,35,67.23,2353.05,One year,No,Mailed check,0,5.0
821,58,135.29,7846.82,One year,No,Bank transfer,1,2.0
394,59,120.67,7119.53,Two year,DSL,Electronic check,1,2.0
1855,46,136.68,6287.28,Two year,Fiber optic,Bank transfer,0,4.0
1408,29,116.05,3365.45,One year,DSL,Bank transfer,0,5.0
29,10,40.66,406.6,One year,No,Credit card,1,1.0
2786,24,50.92,1222.08,Two year,DSL,Bank transfer,1,2.0
379,49,32.58,1596.42,Month-to-month,DSL,Bank transfer,1,3.0
1449,26,47.95,1246.7,Month-to-month,No,Electronic check,1,
309,17,36.01,612.17,Two year,No,Electronic check,1,2.0
228,21,90.15,1893.15,Month-to-month,No,Electronic check,1,1.0
1680,10,54.61,546.1,One year,No,Bank transfer,1,2.0
2945,48,71.57,3435.36,Month-to-month,Fiber optic,Mailed check,1,3.0
2595,35,37.46,1311.1,Month-to-month,DSL,Mailed check,1,
1611,62,49.76,3085.12,Month-to-month,DSL,Mailed check,1,5.0
2121,49,67.67,3315.83,One year,Fiber optic,Electronic check,1,2.0
1216,39,100.09,3903.51,Month-to-month,Fiber optic,Electronic check,1,2.0
1191,68,69.55,4729.4,Month-to-month,Fiber optic,Mailed check,0,5.0
2046,12,94.58,1134.96,Month-to-month,Fiber optic,Mailed check,1,1.0
1761,65,85.76,5574.4,Month-to-month,Fiber optic,Credit card,1,5.0
2742,61,115.67,7055.87,One year,No,Bank transfer,1,2.0
2294,26,142.33,3700.58,Month-to-month,DSL,Credit card,0,3.0
853,68,50.58,3439.44,Month-to-month,DSL,Mailed check,1,1.0
302,42,115.16,4836.72,Two year,No,Mailed check,0,3.0
557,40,86.27,3450.8,Month-to-month,Fiber optic,Electronic check,1,4.0
1792,34,87.33,2969.22,One year,Fiber optic,Bank transfer,1,5.0
861,65,140.03,9101.95,Month-to-month,No,Mailed check,0,3.0
2548,66,144.35,9527.1,One year,DSL,Electronic check,1,4.0
1603,29,108.03,3132.87,One year,Fiber optic,Bank transfer,0,5.0
1734,2,147.49,294.98,One year,Fiber optic,Bank transfer,1,5.0
1587,2,34.0,68.0,Two year,No,Credit card,0,3.0
580,9,77.78,700.02,Two year,No,Bank transfer,1,2.0
1601,66,146.51,9669.66,Two year,No,Bank transfer,1,1.0
1834,31,65.62,2034.22,One year,Fiber optic,Credit card,0,
584,69,104.69,7223.61,One year,Fiber optic,Credit card,1,
2468,20,99.71,1994.2,Month-to-month,No,Electronic check,1,2.0
2358,13,71.27,926.51,Month-to-month,No,Electronic check,1,5.0
117,41,107.35,4004.91,Month-to-month,DSL,Mailed check,1,2.0
973,20,140.89,2817.8,One year,DSL,Mailed check,0,5.0
66,9,101.7,915.3,One year,DSL,Mailed check,1,1.0
1124,65,117.93,7665.45,One year,Fiber optic,Mailed check,1,3.0
1998,67,108.18,7248.06,One year,Fiber optic,Credit card,1,5.0
2216,23,71.94,1278.73,Month-to-month,No,Mailed check,1,
2515,1,50.21,50.21,Month-to-month,No,Bank transfer,1,1.0
2481,67,55.2,3698.4,Month-to-month,Fiber optic,Credit card,1,5.0
1755,16,103.92,1662.72,Month-to-month,Fiber optic,Mailed check,1,
270,70,49.61,3472.7,Two year,DSL,Mailed check,0,
1511,10,126.52,1265.2,One year,No,Credit card,0,5.0
2363,6,62.85,377.1,Two year,Fiber optic,Bank transfer,0,4.0
809,43,69.12,2972.16,Month-to-month,Fiber optic,Mailed check,1,1.0
1012,34,91.22,3101.48,Two year,No,Credit card,0,5.0
2462,45,29.74,1338.3,Two year,Fiber optic,Credit card,1,3.0
1188,1,50.02,50.02,Month-to-month,DSL,Mailed check,1,1.0
665,35,90.43,3165.05,Month-to-month,Fiber optic,Mailed check,1,4.0
656,12,92.15,1105.8,Two year,DSL,Mailed check,0,5.0
1205,67,31.84,2133.28,One year,No,Bank transfer,1,1.0
765,47,105.04,4936.88,One year,No,Bank transfer,0,5.0
441,9,30.85,277.65,One year,Fiber optic,Electronic check,1,5.0
2958,25,114.13,2853.25,One year,No,Mailed check,1,1.0
606,55,101.64,5590.2,Month-to-month,Fiber optic,Mailed check,1,3.0
2105,19,46.7,887.3,One year,No,Electronic check,1,1.0
1109,51,61.86,3154.86,One year,No,Electronic check,1,1.0
2338,18,48.88,1185.92,One year,Fiber optic,Electronic check,1,3.0
1782,10,132.94,1329.4,One year,DSL,Credit card,0,
2417,52,91.03,4733.56,Month-to-month,No,Electronic check,1,2.0
1321,51,134.73,6871.23,Two year,Fiber optic,Credit card,1,5.0
297,25,100.38,2509.5,Two year,Fiber optic,Mailed check,1,
701,11,120.58,1326.38,Month-to-month,Fiber optic,Electronic check,0,3.0
1200,52,99.38,5167.76,Month-to-month,Fiber optic,Credit card,0,
1453,70,28.59,2001.3,Two year,Fiber optic,Electronic check,0,
2533,54,141.84,7659.36,Two year,DSL,Credit card,0,3.0
2162,57,136.31,7769.67,One year,DSL,Electronic check,0,
1794,53,33.47,1773.91,One year,Fiber optic,Credit card,1,
2972,6,98.42,590.52,One year,Fiber optic,Credit card,1,
863,5,29.9,149.5,One year,DSL,Credit card,1,2.0
243,62,100.65,6240.3,One year,Fiber optic,Credit card,1,3.0
1694,60,73.89,4433.4,One year,DSL,Bank transfer,0,5.0
1187,16,132.51,2120.16,One year,DSL,Bank transfer,0,4.0
2507,9,53.65,482.85,Month-to-month,No,Mailed check,1,1.0
2997,40,22.26,890.4,One year,No,Mailed check,0,
2096,28,81.39,2278.92,One year,DSL,Mailed check,1,2.0
1088,23,28.89,664.47,Month-to-month,No,Mailed check,1,2.0
2107,11,134.47,1479.17,Month-to-month,No,Bank transfer,1,5.0
1132,65,87.3,5674.5,Month-to-month,No,Bank transfer,1,2.0
1351,48,93.19,4473.12,Month-to-month,No,Bank transfer,1,2.0
2013,37,87.35,3231.95,Two year,No,Credit card,0,5.0
2647,53,70.59,3741.27,Month-to-month,Fiber optic,Bank transfer,1,2.0
910,53,61.07,3236.71,One year,Fiber optic,Electronic check,1,
1938,44,41.2,1812.8,Month-to-month,No,Bank transfer,0,3.0
162,3,149.26,447.78,Month-to-month,No,Electronic check,1,
330,39,65.35,2548.65,Two year,DSL,Electronic check,1,1.0
2273,24,136.07,3265.68,Month-to-month,Fiber optic,Mailed check,1,4.0
1276,33,101.82,3360.06,Month-to-month,No,Electronic check,1,2.0
280,63,96.72,6093.36,Two year,No,Electronic check,1,3.0
1706,68,116.7,7935.6,One year,Fiber optic,Mailed check,0,4.0
1364,66,64.63,5814.31,One year,No,Credit card,1,
458,23,135.94,3126.62,Two year,DSL,Electronic check,1,3.0
2741,7,39.67,277.69,One year,Fiber optic,Bank transfer,1,5.0
832,33,135.05,4456.65,Month-to-month,No,Bank transfer,1,5.0
2328,19,118.51,2251.69,Two year,No,Bank transfer,0,
1320,58,85.41,4953.78,Month-to-month,DSL,Bank transfer,1,2.0
1677,36,124.61,4485.96,Two year,DSL,Mailed check,1,2.0
676,59,72.14,4256.26,Month-to-month,Fiber optic,Bank transfer,1,1.0
118,56,65.2,3651.2,Month-to-month,Fiber optic,Mailed check,1,2.0
1864,20,97.93,1958.6,Month-to-month,DSL,Mailed check,1,1.0
1563,23,75.18,1729.14,One year,Fiber optic,Electronic check,0,3.0
1090,25,99.92,2498.0,Two year,Fiber optic,Bank transfer,1,1.0
2131,12,62.44,749.28,Month-to-month,No,Electronic check,1,
1337,53,97.54,5169.62,One year,DSL,Credit card,0,3.0
617,9,66.95,602.55,Month-to-month,DSL,Electronic check,1,4.0
3000,11,63.31,696.41,Two year,No,Electronic check,1,4.0
1131,41,142.19,5829.79,One year,No,Mailed check,0,
332,26,30.13,1151.25,Two year,Fiber optic,Mailed check,1,1.0
1427,15,33.58,503.7,Month-to-month,Fiber optic,Electronic check,1,3.0
1717,9,118.34,1065.06,One year,DSL,Electronic check,1,3.0
2286,35,68.11,2383.85,One year,Fiber optic,Mailed check,1,1.0
1757,17,79.64,1353.88,Two year,DSL,Electronic check,1,4.0
1172,15,53.94,809.1,Month-to-month,Fiber optic,Mailed check,0,4.0
2143,29,125.66,3644.14,Two year,No,Electronic check,0,4.0
144,27,148.89,4020.03,One year,DSL,Credit card,1,1.0
2215,39,138.18,5389.02,Month-to-month,No,Bank transfer,1,5.0
842,17,88.8,1509.6,One year,Fiber optic,Credit card,0,4.0
2733,60,55.02,3301.2,Month-to-month,No,Electronic check,1,5.0
594,53,31.13,1649.89,Month-to-month,DSL,Electronic check,1,
1691,28,28.39,606.62,Month-to-month,Fiber optic,Bank transfer,1,1.0
331,8,49.33,394.64,One year,DSL,Electronic check,1,4.0
2852,18,122.84,2211.12,Month-to-month,Fiber optic,Credit card,1,2.0
1842,65,42.01,2730.65,Month-to-month,Fiber optic,Bank transfer,0,3.0
2385,58,30.58,2107.99,One year,Fiber optic,Electronic check,1,
1813,31,62.98,1952.38,Month-to-month,Fiber optic,Credit card,1,2.0
1646,55,83.31,4582.05,Two year,Fiber optic,Electronic check,1,5.0
2600,55,46.27,2544.85,Two year,No,Bank transfer,1,2.0
494,33,48.45,1598.85,Two year,DSL,Bank transfer,1,1.0
56,56,100.23,5612.88,Month-to-month,DSL,Credit card,1,2.0
682,69,124.51,8591.19,Month-to-month,No,Bank transfer,1,2.0
2686,5,94.53,472.65,One year,DSL,Bank transfer,0,3.0
32,15,120.74,1811.1,Month-to-month,Fiber optic,Mailed check,1,4.0
423,40,32.54,1301.6,Month-to-month,Fiber optic,Mailed check,0,5.0
2009,50,38.29,1914.5,Month-to-month,Fiber optic,Mailed check,1,2.0
2005,46,116.57,5362.22,Month-to-month,DSL,Mailed check,1,5.0
479,24,68.39,2164.81,Month-to-month,No,Electronic check,1,1.0
949,62,57.63,3573.06,Two year,Fiber optic,Mailed check,0,4.0
172,58,116.42,3886.32,Two year,Fiber optic,Credit card,1,4.0
2493,71,110.31,7832.01,One year,No,Credit card,0,
642,17,118.97,2022.49,Two year,Fiber optic,Electronic check,1,4.0
2827,59,71.49,4217.91,One year,Fiber optic,Credit card,0,4.0
814,2,102.62,205.24,Month-to-month,No,Electronic check,0,4.0
1423,19,145.54,2765.26,Two year,No,Mailed check,0,5.0
251,71,143.26,10171.46,Month-to-month,DSL,Credit card,1,1.0
311,29,105.27,3052.83,One year,Fiber optic,Electronic check,1,4.0
734,62,132.14,8192.68,One year,Fiber optic,Bank transfer,1,5.0
1590,29,66.38,1925.02,One year,No,Mailed check,1,1.0
1237,63,80.36,5062.68,Two year,Fiber optic,Mailed check,1,3.0
2699,34,111.36,3786.24,One year,No,Credit card,0,4.0
1213,26,109.84,2855.84,Month-to-month,Fiber optic,Bank transfer,0,3.0
2897,18,131.35,2364.3,Month-to-month,Fiber optic,Mailed check,1,1.0
1152,33,133.52,4406.16,Month-to-month,No,Bank transfer,1,2.0
2514,33,141.63,4673.79,Two year,DSL,Electronic check,1,2.0
1791,53,132.65,7030.45,One year,Fiber optic,Electronic check,1,5.0
1348,19,50.48,959.12,Month-to-month,DSL,Electronic check,1,3.0
2490,47,86.28,5796.76,Month-to-month,Fiber optic,Electronic check,1,5.0
2229,1,39.04,51.04,Month-to-month,Fiber optic,Mailed check,1,1.0
947,49,108.12,5297.88,Two year,No,Mailed check,0,4.0
77,16,138.59,2217.44,Month-to-month,Fiber optic,Mailed check,1,4.0
214,0,64.15,0.0,Month-to-month,No,Electronic check,1,2.0
34,30,62.3,1869.0,Month-to-month,Fiber optic,Electronic check,1,4.0
2891,40,88.77,3550.8,One year,No,Mailed check,0,
2321,18,30.98,557.64,Month-to-month,DSL,Electronic check,1,2.0
197,24,121.45,2914.8,One year,Fiber optic,Mailed check,1,1.0
2863,22,25.36,557.92,Month-to-month,Fiber optic,Bank transfer,0,3.0
2730,9,39.18,352.62,Two year,No,Bank transfer,0,3.0
747,11,140.55,1546.05,Month-to-month,Fiber optic,Mailed check,1,4.0
2909,10,134.81,1348.1,Two year,DSL,Bank transfer,0,4.0
1056,23,117.93,2712.39,One year,Fiber optic,Mailed check,0,4.0
1288,35,55.15,1930.25,One year,DSL,Bank transfer,0,5.0
1396,14,137.59,1926.26,Two year,No,Credit card,0,4.0
2991,6,22.81,136.86,Month-to-month,No,Electronic check,1,3.0
