distance,cargo_weight,cargo_type,departure_hour,day_of_week,season,weather_score,driver_exp,traffic_index,fuel_consumption
1118.2,7.6,4,16,0,2,4,25,6.9,32.0
1335.3,1.5,1,22,0,2,1,25,6.5,27.7
1385.5,3.8,1,19,6,1,7,8,6.0,29.6
780.3,12.5,4,10,3,3,2,18,7.9,31.7
804.4,15.6,3,4,4,4,6,25,8.8,28.7
,15.2,3,3,4,4,5,8,5.7,30.3
506.0,11.9,2,8,2,1,8,18,7.5,31.4
1264.2,,3,15,1,4,5,14,9.7,28.0
766.5,0.8,4,19,3,2,7,12,2.0,24.2
218.0,15.8,2,0,0,1,10,17,6.3,30.5
,11.2,2,11,2,1,3,12,1.6,30.0
1270.9,15.8,1,22,4,4,2,18,4.9,29.9
130.6,3.7,3,19,6,2,7,24,7.5,26.5
456.9,8.4,2,22,4,3,2,6,4.4,26.6
534.5,18.4,4,22,5,3,3,5,1.9,31.6
,3.8,2,2,2,4,8,16,8.5,28.8
505.1,1.7,2,16,0,3,7,25,3.2,21.3
1126.9,13.2,4,13,2,4,1,22,5.5,32.4
71.3,12.1,4,11,4,2,6,11,2.3,29.2
1249.4,19.1,3,19,0,3,7,21,9.9,28.8
1292.0,18.2,4,22,6,1,4,23,4.4,35.7
589.8,15.1,2,11,2,4,8,8,8.4,27.5
,0.9,3,15,4,4,8,3,4.5,24.5
921.2,9.9,2,11,6,2,7,25,4.1,25.1
223.5,18.0,3,15,4,1,3,4,3.2,32.0
579.1,9.0,3,23,1,4,3,1,4.6,28.0
1439.7,19.3,4,19,1,4,6,8,8.9,33.5
1493.4,13.2,1,5,3,4,2,20,7.0,31.3
1169.6,2.6,3,20,6,1,5,19,1.5,24.1
500.9,10.4,4,12,4,4,10,8,5.9,27.7
1047.1,14.1,3,14,4,2,7,18,5.5,28.1
1072.8,1.8,2,2,5,1,9,24,7.2,28.0
612.4,7.2,3,10,0,3,4,1,7.8,28.5
979.3,14.5,2,7,0,4,8,22,6.1,27.7
65.6,3.6,3,2,4,4,8,16,8.9,26.0
353.1,7.3,3,20,4,1,2,23,6.8,29.8
811.4,14.0,3,3,1,4,3,2,4.0,28.0
287.4,15.6,3,17,4,4,5,7,4.4,28.1
290.6,10.6,3,17,1,4,7,10,8.7,29.4
1262.6,19.2,1,14,1,4,8,20,3.3,29.0
1484.2,18.5,1,20,6,3,10,17,2.3,27.6
856.2,9.7,3,2,0,1,2,9,7.8,31.1
1266.7,3.6,4,0,3,1,7,7,4.8,30.7
,15.6,3,20,5,3,10,12,3.0,26.7
255.3,5.2,1,4,4,1,2,5,8.5,34.3
700.0,16.9,3,7,3,3,10,23,2.7,27.5
619.2,11.9,3,16,2,1,9,21,7.6,29.3
166.1,,3,12,0,4,2,19,4.1,26.0
1145.2,11.3,3,4,0,2,3,12,7.4,30.2
679.0,10.9,4,5,4,1,2,17,8.0,34.0
730.5,18.5,1,20,3,2,1,7,2.4,32.1
268.5,4.7,3,12,2,4,4,4,8.4,27.6
312.3,18.6,3,22,2,3,5,6,6.6,31.7
1365.3,1.1,3,13,0,4,5,14,8.7,27.3
114.7,15.5,2,15,0,2,9,24,1.3,25.5
387.6,18.4,3,8,2,3,5,4,7.8,29.0
473.5,8.2,1,0,6,1,2,8,9.9,35.3
760.8,1.9,3,12,2,2,7,2,7.3,24.9
900.3,16.2,3,17,0,2,7,12,9.3,31.2
765.3,16.9,2,9,4,3,5,24,4.7,28.1
172.0,7.1,4,20,0,3,7,2,7.3,29.4
403.3,10.6,4,16,2,1,2,15,6.1,33.3
1273.2,16.3,3,12,5,3,8,4,4.0,26.3
974.5,4.2,4,13,0,4,3,1,6.6,30.0
991.3,12.8,4,5,6,2,1,14,4.2,32.7
1021.8,8.9,1,21,4,1,5,12,9.5,32.9
1156.2,3.9,3,1,6,2,3,23,8.2,27.0
134.3,16.7,3,1,5,2,6,8,8.8,30.2
581.6,6.8,3,18,6,4,5,16,6.7,27.7
832.3,18.7,4,0,3,1,10,4,8.6,36.9
540.8,11.6,3,12,0,2,5,15,4.3,27.5
1274.5,10.5,1,4,0,3,1,21,7.0,28.6
749.7,8.8,3,16,1,4,6,10,4.0,26.5
1164.5,,3,2,0,3,9,4,6.4,25.9
1285.4,16.5,3,6,5,1,3,13,1.6,31.1
781.9,13.7,1,12,6,3,4,5,8.1,29.8
1368.9,15.6,2,9,4,1,2,17,4.8,32.9
,8.7,3,4,1,1,8,6,9.9,31.6
1282.9,5.6,1,1,6,3,2,17,8.7,29.2
543.9,2.2,3,0,2,2,3,18,6.5,25.7
773.3,15.6,1,4,6,1,1,25,3.4,34.6
820.5,8.6,3,6,4,2,4,5,6.7,28.5
202.2,10.4,1,2,3,2,9,24,7.8,30.3
627.9,,1,12,5,3,5,9,5.2,28.1
1380.1,8.9,3,21,4,4,2,4,6.3,27.6
964.7,13.8,2,17,6,1,8,23,8.9,33.0
307.4,12.4,2,7,4,3,4,15,2.2,25.7
541.3,19.5,3,10,2,3,2,15,5.5,30.3
327.8,3.2,1,18,0,4,1,8,8.8,30.8
,11.7,1,23,6,2,4,5,4.5,28.1
1394.8,1.7,3,13,5,1,2,2,9.0,28.3
699.9,16.3,3,4,0,4,6,22,6.0,29.3
495.9,12.5,3,20,4,1,5,1,4.6,31.5
917.8,8.9,4,12,5,2,7,13,9.9,32.5
60.6,16.1,3,0,4,3,3,7,2.5,28.4
453.1,9.4,3,6,1,1,1,21,4.1,27.5
1069.4,4.9,4,12,0,2,2,18,3.0,26.7
969.0,9.7,3,19,6,1,1,2,9.8,32.4
1473.6,1.9,3,20,2,4,3,4,2.4,22.0
949.5,18.0,3,4,6,2,8,5,2.1,28.0
,14.8,3,17,3,3,6,18,3.4,27.5
1154.1,15.3,4,23,5,1,4,3,6.5,37.0
,17.6,1,19,1,3,3,6,3.4,31.0
1095.0,15.9,4,17,4,4,2,13,3.9,31.7
1446.7,,3,19,3,1,2,5,5.8,32.5
1183.9,2.8,3,13,1,3,3,10,6.7,25.3
1306.9,7.8,3,14,4,3,5,8,6.2,26.6
215.5,18.7,2,12,3,1,6,11,6.5,32.8
1112.0,19.0,1,22,4,2,10,1,7.0,31.5
688.1,15.5,4,8,0,4,10,10,8.9,32.0
852.0,4.5,3,18,0,2,3,14,7.1,25.5
998.4,4.3,4,0,4,1,8,11,7.5,31.7
1456.2,17.7,2,10,6,3,2,24,4.6,29.6
1477.6,3.3,2,21,0,4,8,10,9.5,27.6
467.9,11.9,2,5,0,2,10,8,8.3,27.7
,7.9,2,19,1,1,7,4,6.2,30.5
1137.5,6.4,3,12,0,1,6,16,5.0,26.4
552.4,13.7,4,3,1,2,4,15,1.2,30.2
229.6,19.2,4,2,4,2,9,2,9.9,35.7
109.4,15.7,3,2,5,4,10,22,2.3,25.0
1177.1,10.0,2,11,4,3,8,25,5.6,26.7
760.1,9.1,3,7,2,2,1,25,4.1,29.3
1479.0,18.2,3,21,1,3,9,20,3.9,26.6
,11.8,3,18,3,1,9,3,4.8,31.4
,10.2,3,3,6,1,4,23,6.2,28.5
646.8,13.8,1,12,1,4,3,11,1.1,28.6
1200.8,5.1,1,18,3,4,8,22,2.4,21.3
173.0,1.7,4,15,2,3,7,7,6.5,27.6
855.4,17.2,3,0,2,2,8,18,7.7,28.4
1213.0,12.3,4,0,3,4,10,15,7.1,27.9
1390.8,3.7,2,14,1,2,4,12,9.9,28.4
1242.7,6.3,3,22,1,3,9,10,1.4,23.5
103.6,19.8,2,1,0,3,5,2,5.6,30.2
590.4,12.9,4,3,4,1,9,22,4.8,32.0
120.6,12.9,2,4,6,4,3,19,2.8,29.9
208.5,1.9,3,7,3,3,9,24,9.0,22.9
1029.2,19.4,2,21,4,1,8,13,2.3,29.8
1084.2,17.9,1,22,6,4,5,9,5.5,33.2
1171.9,11.2,2,7,5,2,10,16,2.7,25.4
1304.9,6.5,3,17,1,1,4,9,4.9,30.9
1122.2,14.1,4,0,5,3,8,24,8.1,29.1
1211.3,16.8,4,12,2,1,6,14,7.3,33.5
121.0,15.8,3,15,6,3,2,17,7.3,28.7
390.1,19.6,3,20,6,3,3,16,2.9,30.1
951.8,12.9,3,19,0,1,9,10,1.2,29.5
1294.3,6.8,1,1,6,4,5,19,7.5,29.9
56.5,10.2,4,9,1,2,9,13,2.0,28.0
796.2,16.4,3,1,3,2,2,3,4.5,32.3
1032.1,5.7,3,0,5,1,8,11,8.6,28.7
92.9,5.0,1,3,0,3,9,2,4.7,22.6
632.0,14.6,2,22,0,1,10,19,5.2,28.0
1348.7,9.2,3,6,2,1,8,17,9.6,29.2
1023.8,16.4,4,17,4,2,5,23,9.2,31.6
394.6,3.3,3,17,4,2,1,12,1.8,23.1
,7.0,3,20,6,4,3,25,8.8,27.3
554.6,5.7,3,12,1,3,7,17,5.5,25.2
,14.1,3,23,4,3,9,10,8.2,28.8
,15.3,2,10,1,1,8,8,4.2,32.5
,,1,18,3,3,7,24,9.6,27.2
,9.8,3,18,3,2,9,5,8.2,28.6
448.5,3.1,2,13,3,2,4,1,5.0,27.4
1335.5,14.2,2,7,1,3,4,3,4.2,27.6
322.0,19.9,3,3,1,1,1,18,2.9,32.9
173.0,15.7,2,2,6,2,7,20,3.5,29.5
545.8,4.9,4,11,6,2,2,13,5.0,28.7
1090.6,12.7,4,9,0,4,3,11,4.2,32.9
,6.3,4,5,1,4,1,5,6.8,29.3
1498.2,1.1,4,18,6,4,9,3,6.7,28.9
479.7,4.0,2,3,0,3,3,19,2.7,25.1
641.5,2.5,3,11,3,3,9,7,3.3,20.9
248.4,4.3,3,10,2,3,3,25,1.4,22.4
883.6,16.0,1,23,6,4,1,22,4.4,29.8
1496.5,6.2,4,2,5,3,10,20,5.3,25.4
,15.3,1,20,5,4,3,13,1.9,27.7
913.1,19.0,3,16,0,2,8,9,1.8,26.2
618.9,11.7,3,18,1,3,2,22,3.4,25.3
1377.2,10.0,4,18,5,3,2,2,5.4,31.8
770.5,15.1,3,18,1,4,4,24,9.9,29.3
244.8,2.4,3,10,3,4,8,21,9.2,27.3
579.8,8.9,2,13,0,1,1,2,4.6,32.1
147.4,10.2,3,8,0,4,7,6,6.0,29.3
,16.7,3,21,5,4,8,24,6.0,29.4
,16.4,3,5,1,4,2,17,4.1,32.0
707.3,17.0,3,14,1,2,5,10,8.7,30.2
970.1,14.1,1,5,5,3,10,21,3.6,28.2
547.8,10.8,2,8,5,1,6,18,4.8,33.3
659.6,16.6,4,23,1,1,8,24,9.2,35.2
,,2,4,6,3,8,11,4.1,27.8
1140.3,9.9,3,21,6,4,5,15,5.6,26.6
834.2,19.7,3,19,2,1,8,16,8.8,34.3
462.6,17.6,4,8,3,4,10,2,3.9,31.3
1350.6,10.5,2,8,4,1,4,17,9.7,29.8
390.9,1.9,2,0,1,1,1,18,2.8,27.8
521.7,4.9,4,18,6,3,8,4,7.2,29.1
1368.1,,3,15,0,2,4,21,1.5,26.6
817.8,2.7,3,23,5,1,7,11,5.8,26.8
1126.4,9.7,3,6,4,4,2,11,2.4,28.1
906.6,12.3,3,9,0,4,3,6,6.7,28.9
997.5,17.6,4,16,3,1,8,22,6.6,35.6
484.1,17.0,3,8,2,4,1,3,4.7,31.7
,15.4,4,7,6,1,5,25,9.3,38.8
517.6,8.5,4,4,3,3,8,15,9.0,29.3
275.4,3.3,3,23,2,4,5,6,7.6,26.1
,13.6,3,11,1,2,2,18,7.5,31.0
,4.0,3,18,0,1,7,18,1.6,25.5
864.2,11.4,4,15,3,3,2,7,3.9,32.0
1198.4,19.6,3,14,3,4,6,22,2.8,31.0
,11.2,1,7,6,1,5,1,4.5,31.0
685.7,13.1,4,7,4,4,6,4,2.0,29.4
740.6,13.7,3,11,3,3,10,25,3.9,24.4
1492.3,16.7,4,3,2,4,9,20,6.1,30.3
1028.2,9.0,3,12,1,2,8,12,2.5,21.1
1231.2,10.2,3,2,4,3,5,8,2.0,27.3
1358.7,3.9,3,6,1,2,8,17,7.4,24.7
1192.0,12.5,3,15,0,3,2,18,3.2,26.6
318.5,6.3,1,0,6,1,3,2,5.3,34.4
865.1,10.4,3,1,0,2,5,11,8.5,28.7
197.7,15.4,3,5,1,4,9,16,4.4,27.5
996.7,0.8,4,18,3,4,4,15,1.9,25.8
1435.3,11.5,1,19,1,1,5,20,8.1,33.4
793.5,3.9,2,0,4,1,10,23,7.6,26.5
,5.9,3,6,3,2,10,2,6.5,27.1
102.0,1.2,2,1,0,1,1,14,5.8,28.7
1441.7,3.8,1,0,3,2,6,14,7.8,27.7
,19.7,3,22,5,1,7,6,4.2,31.8
109.6,20.0,3,10,2,3,7,4,4.0,29.1
406.8,,3,19,4,1,10,23,6.6,31.6
145.0,12.4,3,16,4,4,10,4,2.5,27.1
,15.7,4,10,3,1,3,12,6.7,35.5
798.3,18.0,3,18,3,1,10,16,8.8,32.1
503.2,,3,5,3,3,5,12,5.6,28.1
123.9,1.2,2,9,0,1,1,16,1.7,26.7
211.8,14.3,4,9,3,3,4,1,7.0,33.3
,19.7,4,13,2,1,3,14,8.8,37.2
,5.5,2,5,5,4,10,21,2.8,23.0
1062.4,,3,17,5,3,7,13,6.5,27.5
350.2,7.5,3,20,4,2,4,25,2.8,24.5
,8.1,3,21,2,3,1,12,8.4,31.0
621.5,14.6,3,21,4,3,4,8,3.3,29.7
654.1,7.9,2,15,6,4,4,13,6.7,27.7
52.4,18.9,3,19,5,3,5,8,6.3,30.2
212.5,15.9,4,16,1,4,2,9,4.4,33.2
1301.0,,2,22,1,4,6,12,9.1,26.3
51.8,16.5,1,2,3,1,6,7,9.1,36.9
786.8,15.6,1,4,4,4,8,1,4.1,28.7
759.8,10.6,4,10,4,4,6,7,4.1,28.6
533.0,10.2,2,14,5,1,8,1,6.9,30.9
,16.8,2,21,3,4,2,23,3.6,30.3
1181.8,8.8,3,2,5,3,2,22,3.7,25.9
1269.7,3.6,3,3,0,3,6,7,1.2,23.4
427.5,6.6,3,20,1,3,10,23,1.8,23.4
,5.7,4,7,3,2,4,10,6.9,30.7
,13.8,1,0,3,4,8,10,3.9,29.1
745.8,4.0,3,16,6,3,10,13,1.7,21.0
1040.7,13.1,3,21,4,2,1,23,9.4,31.7
,9.6,2,21,2,3,1,19,3.7,25.0
529.6,16.9,4,20,4,4,7,16,2.9,29.2
1399.1,,3,1,0,2,9,20,5.7,27.9
,18.6,2,3,2,4,7,22,8.5,33.4
718.1,18.1,1,20,0,1,10,19,8.9,32.6
1081.8,4.1,1,16,1,4,1,12,3.7,27.9
,13.9,4,5,2,3,6,8,7.7,29.8
118.7,4.7,2,9,0,3,8,12,5.7,26.1
250.4,,4,20,1,3,7,5,6.4,31.7
1382.3,12.9,1,22,6,2,1,16,5.0,33.8
63.4,6.2,4,21,5,1,2,21,2.6,29.8
,,4,11,3,1,10,1,8.4,30.9
95.4,8.9,1,18,6,4,4,22,5.9,29.2
,16.1,1,1,0,2,2,16,4.6,32.5
949.2,16.0,4,22,6,1,2,23,7.1,37.1
400.4,1.2,1,5,3,1,2,18,4.8,29.9
875.4,6.4,2,23,2,2,6,22,8.6,27.1
905.8,8.7,4,0,5,3,6,19,2.2,27.8
1281.7,11.9,4,22,3,2,10,10,1.3,30.1
56.9,3.4,3,12,4,2,5,14,6.1,26.6
1287.4,7.0,4,12,2,3,1,4,3.3,27.7
947.7,17.8,3,16,3,3,6,21,2.1,27.7
286.0,9.8,3,11,0,1,5,17,1.3,25.6
1170.8,15.0,2,22,1,2,4,15,7.9,31.7
1290.5,10.0,3,2,3,3,8,17,9.6,25.7
418.7,9.6,3,15,6,3,10,18,6.5,26.3
1382.3,12.6,3,5,1,2,5,7,8.0,30.1
709.0,5.6,4,0,4,1,8,16,8.5,32.9
925.0,5.4,3,15,0,1,6,16,8.2,29.6
1477.7,19.8,3,16,3,1,8,18,3.9,33.5
,,3,3,5,1,5,25,1.0,30.8
1229.1,,2,17,2,4,3,9,6.7,32.1
511.7,3.2,2,22,5,2,6,5,9.5,26.9
1208.9,1.1,4,16,2,2,4,25,9.0,28.2
921.1,3.9,3,5,6,2,1,10,1.0,23.0
363.7,,3,2,4,3,8,8,9.1,29.5
,16.4,3,2,2,1,6,10,1.1,30.2
510.6,10.7,4,14,1,4,7,20,5.8,29.8
,19.4,3,5,6,2,6,6,8.7,33.1
93.3,3.4,1,8,3,3,9,1,4.7,23.7
552.4,11.4,3,1,2,3,2,20,7.2,28.9
77.6,4.1,3,10,4,4,1,13,3.1,27.3
290.0,6.5,2,3,0,4,6,18,9.7,28.6
1101.5,18.8,3,10,1,1,9,7,1.4,30.3
1076.7,17.4,2,14,3,3,5,6,6.7,30.5
1120.9,2.5,1,23,2,1,5,12,1.3,28.2
509.9,5.4,4,6,3,1,6,22,1.4,28.6
1340.5,12.1,4,7,2,3,4,19,3.4,28.4
,1.7,3,19,3,2,6,11,1.1,21.8
232.7,11.2,2,22,5,2,10,5,2.9,25.0
258.4,11.9,4,9,5,1,5,14,2.4,31.1
1055.0,,3,8,2,3,5,2,9.2,28.6
,6.2,4,17,2,3,8,18,1.4,26.8
785.6,5.0,1,18,4,1,7,11,6.5,29.2
1488.1,18.7,2,16,6,2,4,22,7.0,30.4
55.8,,3,15,3,1,6,25,8.4,28.7
74.0,11.9,4,3,0,4,5,6,4.3,32.6
1490.0,6.4,2,6,4,3,4,3,2.6,25.9
897.7,14.2,2,1,5,2,5,15,2.1,26.6
234.0,2.5,3,9,6,1,1,2,2.3,27.8
1351.1,1.9,4,20,6,4,5,17,5.7,29.0
,15.0,3,5,4,2,4,22,6.4,29.8
,14.7,4,16,3,3,9,23,8.1,31.6
951.6,5.7,3,10,1,3,7,20,8.2,25.5
446.1,7.4,4,4,6,2,8,20,8.6,29.3
123.3,19.2,3,5,3,4,3,7,2.4,27.1
,2.5,1,16,4,1,1,23,7.7,30.2
477.4,4.1,3,18,5,2,4,19,1.7,23.2
1012.3,8.9,3,7,0,1,5,2,8.9,32.6
1262.6,6.0,3,22,2,2,5,15,5.7,26.6
76.3,13.2,2,1,4,4,2,11,6.8,30.7
913.8,14.0,3,13,3,2,3,4,6.6,31.8
385.4,10.8,4,5,4,4,8,8,6.0,27.3
1317.1,12.4,3,21,3,4,10,24,5.7,26.7
417.8,9.0,4,18,0,2,10,13,9.3,28.9
,15.3,3,1,2,4,6,4,4.1,27.4
852.6,1.3,1,9,2,2,7,21,8.0,25.9
624.4,,2,17,2,2,7,7,4.3,25.6
1032.6,13.8,3,13,0,2,4,13,1.4,27.9
1102.4,6.9,1,11,0,1,4,4,4.4,31.0
872.1,2.0,3,3,2,2,1,1,2.4,24.1
,7.2,3,13,5,3,1,25,5.0,26.0
1476.0,14.4,3,2,6,4,4,17,1.7,29.2
657.9,2.9,4,7,5,2,4,16,8.1,31.2
796.1,,4,5,6,1,6,1,6.3,34.6
68.1,15.6,3,15,6,2,10,16,1.3,26.1
1204.2,12.9,1,11,4,2,9,3,6.8,28.7
804.3,5.3,2,10,0,4,2,4,9.6,30.6
641.5,,3,20,2,3,6,19,1.6,29.2
186.4,4.7,3,9,5,4,6,13,4.2,24.3
1340.0,,3,18,2,2,10,21,9.1,32.0
622.8,14.3,3,21,1,2,5,9,1.3,28.2
1039.7,1.6,3,3,0,1,4,8,9.3,29.5
266.6,16.1,2,17,2,1,8,21,9.9,32.5
1444.2,10.4,2,1,2,2,1,15,4.5,31.5
308.7,9.3,3,15,5,2,1,23,5.2,29.1
339.3,8.7,4,5,5,3,7,14,9.9,31.5
1295.5,12.3,3,6,0,1,4,5,1.5,29.4
,14.6,3,20,3,4,3,2,3.9,29.7
357.6,18.0,3,4,6,4,9,6,1.6,26.2
731.2,5.8,3,12,3,4,3,14,7.7,28.8
1113.6,12.8,1,18,6,2,1,17,6.9,31.2
1323.6,13.9,2,19,0,3,1,1,8.8,30.2
,13.7,1,4,2,3,10,7,2.7,25.5
,10.1,1,8,6,4,6,21,5.9,31.4
1125.5,8.1,2,13,5,4,1,10,7.4,29.0
1110.1,15.4,3,14,1,3,3,19,3.5,28.4
1185.3,6.4,1,3,6,4,4,10,9.0,28.4
876.4,4.6,1,14,2,2,10,8,2.8,24.2
,11.1,1,0,5,2,6,18,2.1,25.5
1360.8,5.7,2,15,2,1,9,7,3.5,27.2
1305.1,1.1,2,17,2,2,5,17,8.2,24.7
1207.2,1.5,1,11,2,2,8,5,7.4,27.3
194.8,14.1,2,5,2,1,1,19,9.0,32.2
346.4,19.5,4,5,4,2,4,24,6.6,33.2
1128.2,9.4,2,16,5,2,5,23,9.3,30.4
83.6,3.4,2,10,4,4,1,22,5.9,28.3
1469.9,16.5,3,22,0,2,3,1,9.3,33.0
596.9,5.6,2,23,4,3,7,21,8.8,25.5
1093.0,19.9,3,10,3,4,7,16,5.3,30.5
1337.0,11.5,3,6,0,4,1,12,1.1,29.8
622.2,5.0,4,19,2,3,3,21,9.9,29.6
512.7,10.2,4,17,6,2,5,21,5.5,30.0
,7.0,3,3,2,3,3,24,7.7,25.7
892.4,15.7,2,22,4,1,1,15,5.1,32.3
643.3,2.6,3,4,1,2,1,18,4.3,26.1
922.6,17.2,2,13,6,4,6,8,4.2,30.6
1406.3,15.5,3,4,5,1,4,17,4.2,32.0
728.1,17.3,1,11,1,2,6,11,6.2,32.6
335.3,18.0,3,14,4,1,8,17,8.3,32.2
596.9,5.0,2,2,6,3,6,11,6.1,23.7
621.5,10.7,3,6,6,4,6,5,5.7,29.0
,17.1,2,18,5,1,8,9,3.8,30.6
286.2,7.9,3,22,5,1,2,9,5.2,29.0
,1.7,3,21,3,4,3,7,2.6,24.5
542.2,6.2,3,18,1,2,8,3,7.7,27.1
1434.6,5.2,2,23,0,1,3,10,8.0,30.3
403.2,17.5,1,3,2,1,9,13,3.1,33.6
193.4,9.5,4,4,1,4,5,15,6.1,32.5
1142.6,13.8,3,9,6,4,1,16,3.6,30.3
1327.5,19.3,3,22,5,1,8,5,9.8,35.6
453.3,6.3,3,19,2,2,5,4,3.7,27.6
343.0,15.3,3,8,2,1,2,4,8.8,35.2
319.4,0.9,3,0,5,2,3,18,7.3,25.6
806.9,2.5,1,14,4,4,9,18,9.7,26.3
729.2,3.7,3,7,6,4,5,13,7.5,25.6
,6.6,3,5,5,2,3,14,6.5,28.7
115.5,8.4,1,5,4,3,6,16,5.1,24.9
748.2,9.8,3,5,5,2,2,9,5.2,27.9
1441.0,5.3,2,7,6,4,4,19,1.0,23.5
996.2,1.8,1,14,2,3,6,23,10.0,24.9
768.5,13.7,4,3,1,4,10,6,6.1,30.1
210.5,1.0,4,11,6,2,3,12,6.3,28.2
416.0,16.3,2,22,1,4,9,8,2.6,28.7
477.4,18.6,3,23,2,2,5,9,4.9,30.0
,,1,19,0,3,9,10,3.0,27.3
1321.2,12.1,3,6,5,1,1,6,3.0,29.4
1357.4,13.3,3,3,6,1,2,9,5.9,31.2
1477.6,13.2,3,21,2,3,5,9,3.2,24.6
1474.4,18.7,3,9,0,3,8,21,7.0,30.5
1431.8,19.3,3,11,1,1,4,7,4.4,33.1
154.1,8.8,4,10,4,1,2,3,4.4,33.3
249.8,12.5,1,3,2,4,2,22,7.3,31.9
491.5,16.2,2,17,5,1,3,23,7.0,34.3
851.7,0.5,3,5,5,4,4,23,4.6,26.3
190.6,10.8,3,5,3,1,6,5,9.4,32.4
1276.4,13.2,1,18,4,2,8,11,4.0,27.6
944.3,14.5,3,17,0,1,2,8,7.5,34.7
836.4,7.7,3,19,0,3,8,7,8.1,29.4
289.7,6.3,3,16,2,3,10,23,3.0,21.6
,,4,0,0,3,4,4,5.3,26.8
,11.4,3,10,0,3,3,16,1.2,22.5
,18.4,3,9,4,3,10,18,4.0,24.7
897.1,18.0,3,7,0,1,10,2,3.4,32.6
,7.5,1,11,1,2,2,22,7.9,29.6
479.2,5.5,3,11,5,1,9,6,3.0,25.1
588.3,15.9,4,14,1,3,9,11,1.2,28.0
637.0,14.6,4,23,1,2,4,14,1.2,33.1
1152.0,10.4,4,15,5,1,10,22,7.9,32.2
1169.9,8.1,3,22,0,4,2,25,2.3,28.2
,2.9,3,19,2,2,6,7,6.8,24.7
1415.2,15.8,2,17,3,1,8,11,2.8,31.8
225.0,12.5,4,6,0,1,1,16,3.0,32.8
1349.4,7.8,3,13,4,2,10,11,8.3,26.0
195.6,18.4,2,2,2,4,10,3,7.1,29.2
433.6,13.4,4,22,2,1,4,20,6.9,34.3
1277.4,18.6,3,4,3,2,5,15,9.4,33.8
310.3,9.8,4,5,0,2,4,4,8.8,31.9
649.7,9.4,3,22,4,3,2,16,8.6,30.1
702.3,18.8,4,2,3,3,9,23,2.2,28.2
,19.2,3,13,0,2,9,17,2.5,28.0
,19.2,3,13,5,4,6,12,9.8,32.2
1284.4,16.5,3,5,3,1,5,20,6.2,34.7
1318.1,9.5,1,9,0,2,7,7,5.9,29.2
542.0,4.6,1,18,2,1,5,3,5.6,30.3
819.7,8.0,4,17,5,2,8,13,7.6,29.3
410.2,18.8,4,14,3,2,6,7,6.4,33.0
,7.6,4,13,2,4,2,13,2.3,27.5
283.8,15.3,1,8,0,3,10,18,1.9,27.9
1413.0,18.5,2,14,0,1,5,22,3.7,30.0
1337.6,,4,0,2,3,6,15,8.8,33.4
1177.2,19.0,1,1,1,4,7,16,4.6,32.0
800.6,11.3,3,18,4,1,9,24,8.9,28.7
761.4,10.1,2,4,3,3,5,23,6.2,26.9
818.1,19.8,4,17,0,2,2,20,9.4,35.2
828.0,4.8,3,0,4,4,2,23,9.0,28.2
680.1,,2,6,6,2,7,12,4.4,24.4
241.0,19.3,3,22,6,3,5,20,6.0,27.2
232.2,13.9,1,6,6,3,6,14,7.4,30.7
1430.8,11.0,3,23,3,2,9,16,1.4,23.5
748.9,3.1,3,6,2,2,4,17,2.4,23.2
1432.1,10.5,3,15,0,4,7,2,7.6,28.9
287.2,18.9,3,16,4,4,3,1,9.2,34.2
,12.3,2,15,3,2,7,24,3.7,27.1
,8.4,1,7,4,2,1,10,4.5,30.1
417.1,11.2,4,18,2,1,3,2,8.9,32.9
93.6,17.8,3,7,1,2,3,4,3.4,30.9
222.5,18.3,3,19,4,4,2,1,9.3,33.9
1379.4,8.3,3,9,2,3,7,6,2.3,23.6
516.2,12.4,4,20,3,2,4,19,3.3,30.3
,5.9,3,23,6,4,3,21,1.3,25.6
724.3,9.3,1,18,1,3,3,2,1.8,25.8
630.7,4.8,3,11,0,2,8,14,3.3,25.6
821.2,10.9,3,10,4,1,6,17,6.9,32.2
321.5,11.8,3,9,4,1,9,22,2.8,28.4
,7.1,4,8,2,3,6,23,9.5,28.0
1236.5,5.8,3,11,4,1,7,23,4.1,29.6
,3.4,4,11,6,1,10,18,5.7,29.2
729.7,3.2,3,17,1,2,9,21,7.0,24.8
271.7,14.4,3,21,5,3,8,19,2.2,25.6
,4.8,3,21,3,3,6,20,7.2,25.8
,2.8,3,14,5,4,9,23,2.1,23.0
122.7,20.0,2,23,6,3,10,5,8.4,30.5
546.5,5.6,3,21,1,4,2,3,5.4,25.9
1202.0,18.0,1,11,0,2,8,7,1.8,30.5
952.9,12.4,2,9,0,3,1,24,7.4,28.3
1138.7,14.4,4,11,1,1,4,18,1.7,31.3
1200.8,,1,0,2,1,9,12,9.8,32.8
357.3,4.0,4,7,1,3,8,8,5.1,25.7
1389.5,17.0,3,9,5,2,7,5,4.4,29.8
685.1,16.6,3,18,5,3,7,10,3.8,28.4
976.6,7.3,4,6,2,4,2,24,5.0,28.9
53.3,15.4,3,15,4,4,8,24,8.0,29.7
,11.1,4,7,2,2,2,25,5.7,30.6
457.3,18.2,2,8,3,3,4,18,6.8,31.3
,16.2,3,1,2,4,1,15,1.5,29.6
714.5,1.3,3,12,5,1,6,3,8.7,29.7
,17.6,3,2,1,3,9,15,5.8,27.9
,19.4,3,4,6,3,9,19,5.7,29.0
